,Aff,Neg,Win
0,Kansas LS,Dartmouth CG,Aff
1,Michigan State GL,Northwestern LR,Neg
2,Kansas BW,Northwestern PS,Neg
3,West Georgia KK,Emory RY,Neg
4,Emory GS,Michigan SS,Aff
5,Emory LY,CSU Long Beach OM,Neg
