,Aff,Neg,Win
0,George Mason WW,Southern California BR,Aff
1,Kansas BM,Cornell LD,Neg
2,Cornell DV,Southern California MT,Neg
3,Stanford LL,Gonzaga RW,Aff
4,Southern California BM,George Mason DG,Neg
5,Trinity KP,North Texas VH,Aff
6,Oklahoma BW,Wichita State GM,Neg
7,UC Berkeley BU,Georgia CK,Neg
8,Wake Forest SL,Kansas OW,Neg
9,George Mason RS,Southern California ZB,Aff
10,Dartmouth HP,Arizona State SS,Neg
11,Kansas LS,Western Kentucky CF,Aff
12,Emory KS,Iowa AP,Neg
13,Michigan AO,Missouri State NS,Aff
14,Macalester CD,Wyoming CH,Aff
15,UTD PR,Wake Forest PS,Neg
16,Binghamton TP,Dartmouth CG,Neg
17,Western Kentucky SS,Georgia CP,Neg
18,Michigan State FM,UTD HK,Neg
19,Northwestern PS,Harvard AB,Aff
20,Kansas AU,Michigan ES,Aff
21,Harvard FK,Georgetown LN,Neg
22,Kansas HL,Missouri State CG,Aff
23,Michigan State GL,Michigan CS,Aff
24,Emory GM,Michigan SS,Aff
25,Wake Forest SK,Georgetown GT,Neg
26,Michigan HM,Georgetown VP,Neg
27,Emory RY,Baylor DL,Aff
28,Wake Forest HN,Emory GS,Neg
29,Kansas State DR,Baylor MP,Aff
30,Michigan AM,Emory SW,Neg
31,Binghamton CK,Michigan State GS,Aff
32,Emory CrTa,CSU Long Beach OM,Neg
33,Baylor BK,Western Kentucky KN,Aff
34,Kansas State DS,Macalester HW,Neg
35,UC Berkeley MR,Emory OP,Aff
36,Harvard DS,Northwestern LR,Neg
37,Iowa KS,Missouri State HN,Neg
38,Georgetown KL,Kansas State AS,Neg
39,Michigan CC,CSU Long Beach ES,Aff
40,Kansas CS,Michigan BP,Neg
41,Baylor LL,Emory PS,Aff
42,Michigan GJ,Wyoming WW,Aff
43,Liberty CL,Dartmouth BJ,Aff
44,Wake Forest AB,Georgetown AC,Neg
45,Kansas HM,Emory AS,Neg
46,Emory CG,Northwestern LL,Neg
47,Kansas HP,UC Davis MS,Aff
48,Michigan State JS,Emory LY,Neg
49,Kansas BW,Dartmouth GM,Aff
50,Wake Forest MP,Dartmouth KR,Aff
51,West Georgia KK,Iowa EW,Aff
52,Wake Forest DE,Northwestern AT,Neg
53,Emory CF,Indiana FT,Aff
54,Western Kentucky IP,Emory JR,Neg
55,Kentucky GS,Iowa BS,Neg
