,Aff,Neg,Win
0,UTD DD,Kentucky RW,Neg
1,Georgetown LN,Michigan State GS,Neg
2,Northwestern LW,Wichita State GM,Neg
3,CSU Long Beach OM,Louisville NJ,Aff
4,Baylor BK,Wake Forest AB,Neg
5,Northwestern MO,Dartmouth GH,Neg
6,Kansas State DR,Emory GM,Neg
7,Emory AS,Kentucky BS,Aff
8,Northwestern AK,Michigan AO,Aff
9,Georgia CK,Kentucky ER,Neg
10,Northwestern NP,Michigan CS,Neg
11,Dartmouth CG,George Mason DG,Neg
12,Dartmouth MR,James Madison KP,Aff
13,Emory TT,West Georgia KK,Neg
14,Wake Forest HN,George Mason WW,Neg
15,Gonzaga GW,Michigan State FM,Neg
16,Iowa BS,NYU MS,Neg
17,Binghamton CK,Kansas OW,Aff
18,Michigan BL,Iowa EW,Neg
19,Georgetown AC,Kansas LS,Neg
20,Navy CR,Northwestern AT,Neg
21,UC Berkeley GS,Kansas SF,Neg
22,Harvard JS,Kansas BM,Aff
23,Wake Forest SK,Kansas HP,Neg
24,Missouri State BK,UTD HK,Neg
25,Minnesota HU,Kansas PB,Neg
26,Dartmouth JR,Iowa AP,Neg
27,Harvard FK,UTD PR,Neg
28,Kentucky GS,Liberty CL,Aff
29,Macalester CD,Kansas JB,Neg
30,Kansas CS,NYU JT,Neg
31,Georgia CP,Kansas CF,Neg
32,Wake Forest NS,Stanford LL,Neg
33,Baylor MP,Kansas ST,Neg
34,Wake Forest LW,Baylor DL,Neg
35,Indiana FT,Emory LY,Neg
36,Emory CG,Michigan ES,Neg
37,Dartmouth BC,Kansas SS,Aff
38,Iowa KS,Harvard DS,Neg
39,Kansas VF,Texas FL,Neg
40,Dartmouth GH,Kansas AU,Neg
41,Emory GS,Michigan CC,Aff
42,Kansas State DS,Michigan SS,Neg
43,Gonzaga RW,North Texas VH,Aff
44,Western Kentucky IP,Kansas State LW,Aff
45,Dartmouth PT,Northwestern PS,Neg
46,Wake Forest MP,North Texas GV,Aff
47,James Madison OM,Kansas BP,Neg
48,Georgetown GT,Oklahoma BS,Aff
49,Macalester HW,Michigan State GL,Neg
50,Liberty KS,Oklahoma DT,Neg
51,Western Kentucky SS,"Harvard/Massachusetts, Amherst AL",Neg
52,Missouri State BC,Harvard CS,Neg
53,Georgetown KL,Northwestern LR,Neg
54,Wyoming WW,Emory RY,Neg
55,Wyoming CH,Kansas BW,Neg
56,Western Kentucky KN,Emory KS,Neg
57,Emory CS,Purdue AH,Aff
58,UC Berkeley MR,Michigan BP,Neg
59,UC Berkeley BU,Missouri State NS,Aff
60,UTD KU,George Mason RT,Neg
61,Northwestern LL,Dartmouth BG,Aff
62,UTD HH,Michigan State JS,Aff
