,Aff,Neg,Win
0,Kansas LS,Binghamton CK,Aff
1,Northwestern LR,Michigan ES,Aff
2,Michigan BP,Georgetown AC,Neg
3,Northwestern NP,Michigan State GL,Neg
4,Emory GS,CSU Long Beach OM,Aff
5,Gonzaga RW,Northwestern AT,Neg
6,Michigan State GS,Wichita State GM,Aff
7,Michigan State JS,Wake Forest LW,Aff
8,Kansas HP,Wake Forest HN,Neg
9,Michigan AO,George Mason WW,Aff
10,Emory LY,UTD PR,Aff
11,Kansas OW,UC Berkeley MR,Aff
12,Iowa AP,Kansas AU,Aff
13,Kentucky GS,Michigan CC,Neg
14,Michigan SS,Stanford LY,Aff
15,Northwestern LW,Kentucky RW,Neg
16,Iowa EW,Michigan AM,Aff
17,Northwestern LL,Kansas SS,Neg
18,Baylor DL,Dartmouth BC,Aff
19,Iowa KS,Southern California BR,Neg
20,Emory CS,Wake Forest DE,Neg
21,Georgia CK,UC Berkeley BU,Neg
22,Liberty CL,Southern California DT,Aff
23,Harvard AB,Emory RY,Neg
24,Texas FL,Southern California MT,Aff
25,Michigan State FM,Wyoming CH,Aff
26,Dartmouth JR,Wake Forest AB,Aff
27,Kansas BW,Dartmouth CG,Neg
28,Iowa BS,CSU Long Beach SS,Aff
29,UTD HH,Wyoming WW,Aff
30,Michigan CS,Emory CR,Aff
31,Georgetown LN,Arizona State SS,Neg
32,UTD DD,Emory ST,Aff
33,Trinity KP,Kansas BM,Aff
34,Southern California BM,Minnesota HU,Aff
35,Trinity CK,Georgetown TP,Neg
36,Michigan HM,UC Berkeley GS,Neg
37,Emory CG,Navy CR,Neg
38,Texas GS,Northwestern HP,Aff
39,Purdue HH,Emory KW,Neg
40,Harvard/Amherst SL,Northwestern AH,Neg
