,Aff,Neg,Win
0,Baylor DL,Northwestern PS,Neg
1,Kansas State RS,Wichita State GM,Neg
2,Binghamton CK,Wake Forest LW,Aff
3,Wake Forest DE,Minnesota MW,Aff
4,Wake Forest AB,Georgia CK,Aff
5,Wake Forest SW,Georgetown WC,Aff
6,Kansas LS,UTD HK,Aff
7,Liberty CL,CSU Long Beach OM,Neg
8,Missouri State NS,Iowa BS,Neg
9,Kansas HM,George Mason DE,Neg
11,Michigan BP,Michigan State GS,Aff
12,Texas GS,Kansas HP,Aff
13,Michigan ES,Emory ST,Aff
14,Liberty SS,Iowa AP,Neg
15,Michigan State JS,Emory GS,Neg
16,Northwestern LR,Emory KS,Aff
17,Dartmouth JR,Georgetown AC,Neg
18,Harvard DS,Kansas SS,Aff
19,Texas FL,Michigan State GL,Aff
20,Michigan SS,Emory LY,Aff
21,Emory RY,UC Berkeley BU,Neg
22,Kansas OW,Michigan AO,Aff
23,UC Berkeley MR,Northwestern AT,Aff
24,Kansas AU,Northwestern NP,Neg
25,Emory AS,Cal State Fullerton DC,Aff
26,Rochester OR,Michigan CC,Neg
27,Iowa EW,West Georgia KM,Aff
28,Navy CR,Kentucky RW,Neg
29,Western Kentucky KN,Georgetown KL,Aff
30,Missouri State CG,George Mason WW,Neg
31,Dartmouth GH,Georgetown VP,Aff
32,Northwestern LL,Michigan BL,Aff
33,Northwestern HP,Western Kentucky CF,Neg
34,Emory CR,Baylor MP,Aff
35,Kansas BW,Michigan AM,Neg
36,Kansas CS,Emory CF,Aff
37,Western Kentucky SS,Southern California BR,Neg
38,Kansas CF,Southern California AS,Aff
39,UTD HH,Southern California MT,Neg
40,Emory CT,Northwestern LW,Aff
41,Iowa KS,Harvard BS,Aff
42,Baylor BK,NYU JT,Neg
43,Kansas ST,Kansas State AS,Aff
44,"Massachusetts, Amherst LM",Cal State Fullerton MA,Neg
45,Kansas BP,Emory OP,Neg
46,Northwestern AK,Georgetown GT,Neg
47,Kansas BM,Southern California BM,Neg
48,Georgetown LN,Emory KW,Aff
49,Texas SH,Wake Forest HN,Neg
50,Dartmouth BC,Missouri State BK,Aff
51,Harvard/Amherst SL,Cal State Fullerton MN,Aff
52,Emory CG,Trinity BK,Neg
53,West Point OS,Missouri State BC,Aff
54,Indiana FT,Southern Nazarene HS,Aff
55,Towson DP,George Mason RS,Neg
56,Louisville VJ,Oklahoma DT,Aff
57,George Mason RT,Liberty TK,Aff
58,Navy LS,CSU Long Beach ES,Aff
59,Binghamton TP,Wyoming CH,Neg
60,Kentucky RS,Western Kentucky IS,Neg
61,Stanford LL,UTD PR,Aff
62,Gonzaga RW,Houston IH,Aff
63,Macalester WC,Michigan State FM,Neg
64,Missouri State HN,Houston SF,Neg
65,Wyoming WW,UTD DD,Neg
66,Kansas HL,Minnesota HU,Neg
67,Northern Iowa VM,Georgia CP,Neg
68,Northern Iowa CD,UT San Antonio CG,Neg
69,UTD KR,Oklahoma BS,Neg
