,Aff,Neg,Win
0,Michigan State GS,Georgetown AC,Neg
1,Kansas BC,Michigan BL,Aff
2,Northwestern HP,Dartmouth BC,Neg
3,Kansas MS,Michigan State FM,Aff
4,Michigan State JS,Kentucky GS,Neg
5,MInnesota HU,Utah PP,Aff
6,Dartmouth GuHa,Wake Forest DE,Neg
7,Michigan State GL,Kansas BW,Aff
8,UTD HK,CSU Long Beach OM,Neg
9,Northwestern LL,Baylor MP,Aff
10,Northwestern LO,Dartmouth JR,Neg
11,Michigan BP,George Mason WW,Aff
12,Emory KS,Dartmouth CG,Aff
13,Michigan AM,MoState NS,Neg
14,Kansas HL,Georgia CP,Neg
15,NYU MS,Michigan CC,Aff
16,Baylor DL,Emory LY,Neg
17,Northwestern LW,UC Berkeley LS,Aff
18,Harvard FK,Georgetown LN,Neg
19,Northwestern LR,Wake Forest LW,Aff
20,Harvard DS,Northwestern PS,Aff
21,Emory/Columbia AH,Western Kentucky SS,Neg
22,Northwestern AK,Western Kentucky KN,Neg
23,Emory GS,Kentucky RS,Aff
24,Emory RY,UC Berkeley MR,Neg
25,Baylor BK,Harvard JS,Aff
26,Rochester OR,Harvard AB,Neg
27,Iowa AP,Kansas AU,Neg
28,Kansas SS,Binghamton CK,Neg
29,Texas FL,UC Berkeley GS,Neg
30,Dartmouth BG,Georgia CK,Neg
31,Kansas LS,Iowa EW,Aff
32,Northwestern AT,Michigan SS,Neg
33,Kansas JB,"Massachusetts, Amherst LM",Aff
34,Dartmouth GH,Iowa BS,Neg
35,Michigan ES,UTD PR,Aff
36,Michigan AO,Northwestern NP,Neg
37,Wichita State GM,Cornell MD,Aff
38,Emory CR,Gonzaga WW,Neg
39,Kansas OW,George Mason DE,Aff
40,UC Berkeley BU,Kansas HP,Aff
41,Macalester WK,Harvard CS,Aff
