,Aff,Neg,Win
0,Michigan State GL,Michigan BP,Neg
1,Kansas OW,Emory LY,Aff
2,Southern California MT,Emory CF,Neg
3,Kentucky GS,Baylor LL,Aff
4,Binghamton CK,Emory GM,Aff
5,Kansas LS,Emory RY,Aff
6,Emory GS,Wake Forest PS,Aff
7,Georgetown AC,Michigan SS,Aff
8,Michigan CS,Iowa AP,Neg
9,CSU Long Beach OM,Iowa EW,Aff
10,Emory AS,Kansas AU,Neg
11,George Mason DG,Northwestern AT,Neg
12,UTD HK,Harvard AB,Aff
13,George Mason WW,Michigan ES,Neg
14,Northwestern LR,Wake Forest AB,Aff
15,Dartmouth CG,UTD PR,Aff
16,Baylor DL,Michigan CC,Aff
17,Harvard DS,Wake Forest SL,Neg
18,West Georgia KK,Michigan State JS,Aff
19,Liberty CL,Kansas BW,Neg
20,Kansas HP,Northwestern PS,Aff
21,Kansas State DR,Emory CrTa,Aff
22,Iowa BS,Macalester HW,Aff
23,Michigan State GS,Emory KS,Neg
24,Southern California BR,Georgetown KL,Aff
25,Kansas BM,Southern California BM,Aff
26,Emory OP,Western Kentucky SS,Aff
27,UC Berkeley BU,Western Kentucky KN,Aff
28,Emory JR,Kansas State AS,Aff
29,Georgetown LN,UC Berkeley MR,Neg
30,Trinity KP,Western Kentucky CF,Neg
31,Michigan AO,Gonzaga RW,Aff
32,Michigan GJ,Stanford LL,Neg
33,Wichita State GM,Kansas CS,Aff
34,Northwestern LL,Baylor BK,Aff
35,Wake Forest DE,Michigan State FM,Neg
36,Emory SW,Oklahoma BW,Aff
37,Dartmouth KR,Arizona State SS,Aff
38,Missouri State NS,Macalester CD,Aff
39,Kansas State DS,Georgia CK,Neg
40,Georgetown GT,Missouri State CG,Neg
41,Dartmouth GM,Wake Forest MP,Aff
42,Dartmouth BJ,Wyoming CH,Aff
43,Dartmouth HP,Georgia CP,Neg
44,Wake Forest HN,Wyoming WW,Aff
45,Missouri State HN,Kansas HL,Aff
46,UC Davis MS,Emory PS,Aff
47,CSU Long Beach ES,Georgetown VP,Neg
48,Michigan AM,Kansas HM,Aff
49,Indiana FT,George Mason RS,Aff
50,,Western Kentucky IP,Neg
51,Baylor MP,Iowa KS,Neg
52,,Wake Forest SK,Neg
53,Emory CG,North Texas VH,Neg
