,Aff,Neg,Win
0,Georgetown AC,Wake Forest AB,Aff
1,Emory CG,Trinity KP,Neg
2,CSU Long Beach OM,Northwestern AT,Aff
3,Dartmouth CG,Minnesota HU,Aff
4,Wake Forest LW,Michigan ES,Neg
5,UC Berkeley BU,Michigan AO,Neg
6,Kansas AU,Baylor DL,Aff
7,Wake Forest DE,UC Berkeley MR,Neg
8,Kansas BW,Southern California BM,Aff
9,Georgetown TP,Northwestern LL,Neg
10,Harvard AB,UTD DD,Aff
11,Kansas BM,Georgia CK,Neg
12,Arizona State SS,Southern California MT,Neg
13,Northwestern LW,Wyoming WW,Aff
14,Harvard/Amherst SL,Northwestern HP,Neg
15,Northwestern LR,Southern California DT,Aff
16,Kansas HP,UTD PR,Neg
17,Northwestern NP,George Mason WW,Aff
18,Stanford LY,Michigan BP,Neg
19,Kentucky RW,Michigan State JS,Neg
20,Kansas LS,Michigan State GS,Aff
21,Emory LY,Texas FL,Aff
22,Kansas SS,Wake Forest HN,Neg
23,Kentucky GS,Iowa EW,Aff
24,Kansas OW,Emory CS,Aff
25,Liberty CL,Michigan CC,Neg
26,Wichita State GM,Southern California BR,Aff
27,Dartmouth JR,Michigan SS,Neg
28,Michigan AM,Texas GS,Aff
29,Iowa BS,Gonzaga RW,Neg
30,Michigan HM,Dartmouth BC,Neg
31,Iowa KS,Michigan CS,Aff
32,UC Berkeley GS,Emory RY,Neg
33,Trinity CK,Wyoming CH,Neg
34,Purdue HH,UTD HH,Neg
35,Emory KW,Georgetown LN,Neg
36,Northwestern AH,Emory ST,Neg
37,CSU Long Beach SS,Navy CR,Aff
38,Emory GS,Binghamton CK,Neg
39,Iowa AP,Michigan State GL,Neg
40,Michigan State FM,Emory CR,Aff
