,Aff,Neg,Win
0,Kansas LS,Michigan SS,Neg
1,CSU Long Beach OM,Iowa AP,Neg
2,Georgetown AC,Kansas AU,Aff
3,Kansas MS,Kansas OW,Kansas OW advances
