,Aff,Neg,Win
0,Northwestern LR,Emory GS,Neg
1,Iowa AP,Kansas LS,Neg
2,Georgetown AC,Michigan State JS,Aff
3,Kansas MS,Kentucky RS,Aff
4,CSU Long Beach OM,Macalester WK,Aff
5,Michigan BP,Emory RY,Aff
6,Michigan ES,Kansas HP,Neg
7,NYU MS,Michigan SS,Neg
8,UC Berkeley BU,Emory LY,Neg
9,Baylor DL,UC Berkeley MR,Neg
10,Michigan State GL,Georgia CK,Aff
11,Michigan CC,Kansas BC,Aff
12,Wake Forest LW,Michigan State GS,Aff
13,Northwestern AT,Kansas OW,Neg
14,Kansas AU,Northwestern NP,Neg
15,George Mason WW,Dartmouth CG,Neg
16,UTD HK,Binghamton CK,Neg
17,Michigan State FM,Northwestern LL,Aff
18,UTD PR,Iowa EW,Neg
19,Georgia CP,Harvard DS,Neg
20,Harvard JS,Northwestern PS,Neg
21,Western Kentucky SS,Emory KS,Neg
22,Kansas SS,Northwestern HP,Aff
23,Wichita State GM,MInnesota HU,Aff
24,Wake Forest DE,Emory CR,Aff
25,Michigan AO,Northwestern LW,Aff
26,Baylor BK,George Mason DE,Aff
27,MoState NS,Dartmouth GuHa,Aff
28,Western Kentucky KN,Dartmouth JR,Neg
29,Kansas JB,Harvard AB,Neg
30,UC Berkeley GS,Georgetown LN,Neg
31,Iowa BS,Kansas BW,Neg
32,Dartmouth BC,Gonzaga WW,Neg
33,Northwestern LO,Kentucky GS,Neg
34,Harvard CS,Rochester OR,Neg
35,Kansas HL,Cornell MD,Aff
36,"Massachusetts, Amherst LM",Dartmouth BG,Aff
37,Michigan BL,Harvard FK,Aff
38,Baylor MP,Northwestern AK,Aff
39,Emory/Columbia AH,Texas FL,Neg
40,Utah PP,UC Berkeley LS,Neg
