,Aff,Neg,Win
0,CSU Long Beach OM,Kansas LS,Neg
1,Georgetown AC,Emory KS,Aff
2,Iowa AP,Kansas OW,Aff
3,Michigan State GL,Stanford LL,Aff
4,Northwestern LR,Michigan SS,Aff
5,Emory RY,Emory GS,Emory GS advances
6,Michigan ES,Michigan BP,Michigan BP advances
7,Kentucky RW,Kentucky GS,Kentucky GS advances
