,Aff,Neg,Win
0,Binghamton CK,Northwestern LR,Aff
1,Michigan BP,Kansas LS,Neg
2,Michigan State GS,Emory GS,Neg
3,Michigan CS,Georgetown AC,Neg
4,Michigan State GL,Kansas AU,Aff
5,Iowa EW,Northwestern NP,Neg
6,Michigan ES,Kentucky GS,Aff
7,UC Berkeley MR,CSU Long Beach OM,Neg
8,Michigan SS,Iowa AP,Neg
9,Michigan AO,Wake Forest LW,Neg
10,Michigan CC,Stanford LY,Neg
11,Southern California BR,Kansas HP,Neg
12,George Mason WW,UC Berkeley BU,Aff
13,Northwestern AT,Kentucky RW,Aff
14,Emory CS,Michigan HM,Aff
15,Southern California BM,Kansas SS,Neg
16,Baylor DL,Iowa KS,Aff
17,Georgia CK,Emory LY,Neg
18,Emory RY,Wake Forest DE,Neg
19,Dartmouth BC,Kansas OW,Neg
20,Wake Forest HN,Kansas BM,Aff
21,Wake Forest AB,Michigan AM,Aff
22,Michigan State JS,Harvard AB,Aff
23,Southern California DT,Iowa BS,Aff
24,Wyoming CH,Wichita State GM,Neg
25,Southern California MT,Liberty CL,Neg
26,Wyoming WW,Dartmouth JR,Neg
27,UTD PR,Dartmouth CG,Aff
28,Texas FL,Michigan State FM,Aff
29,Navy CR,Trinity CK,Neg
30,UTD HH,Georgetown TP,Neg
31,Northwestern LL,Purdue HH,Aff
32,Georgetown LN,Kansas BW,Neg
33,UTD DD,CSU Long Beach SS,Aff
34,Trinity KP,UC Berkeley GS,Neg
35,Minnesota HU,Northwestern AH,Aff
36,Texas GS,Northwestern LW,Neg
37,Gonzaga RW,Emory KW,Aff
38,Emory ST,Arizona State SS,Neg
39,Emory CR,Harvard/Amherst SL,Aff
40,Northwestern HP,Emory CG,Neg
