,Aff,Neg,Win
0,Northwestern PS,Texas FL,Neg
1,Michigan AM,Kansas State RS,Aff
2,Iowa AP,Binghamton CK,Neg
3,UTD PR,Wake Forest DE,Aff
4,Kansas JB,Wake Forest SW,Aff
5,Georgetown AC,Kansas LS,Neg
6,Minnesota HU,Liberty CL,Neg
7,Iowa BS,Michigan State JS,Neg
8,George Mason DE,Kansas CS,Neg
9,Oklahoma DT,Kansas HM,Aff
10,Oklahoma BS,Wyoming WW,Neg
11,Liberty TK,Texas SH,Aff
12,Emory GS,Kansas OW,Aff
13,Northwestern NP,Harvard DS,Neg
14,Wichita State GM,UC Berkeley MR,Neg
15,UC Berkeley BU,Michigan SS,Neg
16,Kentucky RW,Michigan BP,Neg
17,Southern California MT,Michigan ES,Neg
18,Southern California BM,Northwestern LR,Neg
19,Emory LY,Navy LS,Aff
20,Kansas HP,George Mason RT,Aff
21,Michigan State GL,Harvard/Amherst SL,Aff
22,Emory KS,Louisville VJ,Aff
23,Michigan AO,Dartmouth GH,Aff
24,Kansas SS,Wake Forest AB,Aff
25,Northwestern AT,Kansas ST,Aff
26,Western Kentucky CF,Gonzaga RW,Aff
27,George Mason WW,Liberty SS,Aff
28,UTD DD,Texas GS,Aff
29,Michigan State GS,Emory CR,Aff
30,UTD HK,Emory AS,Aff
31,Southern California BR,Emory RY,Neg
32,Michigan CC,Dartmouth JR,Aff
33,Michigan State FM,Iowa KS,Aff
34,Cal State Fullerton MA,Iowa EW,Neg
35,Emory ST,Kansas CF,Neg
36,NYU JT,Emory CT,Aff
37,Emory OP,Western Kentucky KN,Aff
38,Wake Forest LW,Kansas AU,Neg
39,Georgetown GT,Baylor DL,Aff
40,Georgia CK,Kentucky RS,Aff
41,Kansas State AS,Missouri State CG,Neg
42,Michigan BL,Rochester OR,Aff
43,Harvard BS,Indiana FT,Aff
44,Northwestern LW,Navy CR,Aff
45,Wake Forest HN,Northwestern AK,Aff
46,Georgia CP,UTD HH,Aff
47,Southern California AS,West Point OS,Aff
48,Georgetown KL,Missouri State HN,Neg
49,Emory CF,Missouri State NS,Aff
50,Trinity BK,Kansas BW,Neg
51,Baylor MP,Western Kentucky SS,Neg
52,West Georgia KM,Kansas BM,Neg
53,George Mason RS,Georgetown LN,Neg
54,Cal State Fullerton DC,Kansas BP,Neg
55,UT San Antonio CG,Northwestern HP,Neg
56,CSU Long Beach ES,Emory CG,Neg
57,Southern Nazarene HS,Towson DP,Aff
58,Emory KW,UTD KR,Neg
59,Georgetown WC,Binghamton TP,Neg
60,Missouri State BK,Northern Iowa VM,Aff
61,CSU Long Beach OM,Stanford LL,Neg
62,Houston SF,Northwestern LL,Neg
63,Georgetown VP,Macalester WC,Neg
64,Western Kentucky IS,Baylor BK,Neg
65,Minnesota MW,Dartmouth BC,Neg
66,Houston IH,Kansas HL,Aff
67,Wyoming CH,"Massachusetts, Amherst LM",Aff
68,Cal State Fullerton MN,Northern Iowa CD,Neg
