,Aff,Neg,Win
0,Dartmouth BG,James Madison KP,Aff
1,Michigan State JS,Missouri State HN,Aff
2,Kansas HP,Kentucky GS,Aff
3,George Mason WW,Emory GM,Aff
4,Wichita State GM,Michigan ES,Neg
5,Wake Forest LW,Kentucky RW,Neg
6,Northwestern AT,Michigan SS,Neg
7,UC Berkeley MR,Kansas OW,Neg
8,Wyoming CH,Purdue AH,Aff
9,Iowa KS,Macalester CD,Aff
10,Northwestern NP,Binghamton CK,Aff
11,Harvard JS,Kansas JB,Neg
12,Kansas BP,Iowa BS,Aff
13,Baylor BK,Western Kentucky SS,Aff
14,Kansas State DS,Michigan BL,Neg
15,UTD HK,NYU JT,Neg
16,Emory GS,Northwestern LR,Aff
17,Missouri State BC,UTD KU,Neg
18,Kansas VF,Georgia CP,Neg
19,Wake Forest MP,Emory LY,Aff
20,UTD DD,Harvard CS,Aff
21,Baylor DL,Michigan BP,Neg
22,Wake Forest SK,Dartmouth MR,Neg
23,Kansas SF,Baylor MP,Aff
24,Northwestern LL,Dartmouth CG,Neg
25,Emory AS,Wake Forest AB,Aff
26,Liberty KS,Dartmouth JR,Neg
27,Michigan CS,NYU MS,Aff
28,Emory CS,Minnesota HU,Aff
29,Emory TT,George Mason DG,Aff
30,Western Kentucky IP,Kentucky ER,Neg
31,Kansas LS,Harvard DS,Aff
32,Stanford LL,Michigan State GL,Neg
33,Macalester HW,Kansas BM,Neg
34,Gonzaga RW,Wake Forest HN,Neg
35,Liberty CL,Kansas PB,Aff
36,Emory CG,Navy CR,Neg
37,Michigan State FM,George Mason RT,Aff
38,Northwestern HP,Oklahoma DT,Aff
39,Iowa AP,Emory KS,Aff
40,Indiana FT,James Madison OM,Neg
41,UC Berkeley GS,Harvard FK,Aff
42,Northwestern AK,UTD PR,Aff
43,Georgia CK,Michigan AO,Neg
44,Georgetown AC,Wyoming WW,Aff
45,Georgetown KL,Louisville NJ,Aff
46,Northwestern PS,Michigan State GS,Neg
47,Dartmouth PT,Northwestern MO,Aff
48,West Georgia KK,Kansas AU,Neg
49,Kansas BW,Texas FL,Neg
50,Kansas CS,Missouri State NS,Neg
51,Northwestern LW,Michigan CC,Aff
52,North Texas GV,Wake Forest NS,Aff
53,UC Berkeley BU,Kansas ST,Neg
54,Oklahoma BS,Kansas State DR,Neg
55,UTD HH,Georgetown LN,Aff
56,CSU Long Beach OM,Kansas SS,Neg
57,Iowa EW,Georgetown GT,Neg
58,Dartmouth GH,"Harvard/Massachusetts, Amherst AL",Neg
59,Kansas CF,Dartmouth GH,Neg
60,Emory RY,Western Kentucky KN,Aff
61,North Texas VH,Missouri State BK,Neg
62,Dartmouth BC,Gonzaga GW,Aff
