,Aff,Neg,Win
0,Kansas State LW,Dartmouth PT,Neg
1,Michigan ES,Wake Forest MP,Aff
2,Michigan State GL,Western Kentucky IP,Aff
3,North Texas VH,Wyoming CH,Neg
4,Kansas BW,Gonzaga RW,Aff
5,Harvard CS,Kansas State DS,Aff
6,George Mason RT,Western Kentucky KN,Neg
7,West Georgia KK,Missouri State BC,Aff
8,Purdue AH,Iowa KS,Neg
9,Michigan SS,Emory CS,Aff
10,Emory LY,Dartmouth BC,Aff
11,Kansas BP,Emory CG,Neg
12,Emory GM,UC Berkeley GS,Aff
13,Kansas ST,Indiana FT,Aff
14,Kansas SF,Wake Forest LW,Neg
15,Harvard DS,Baylor MP,Aff
16,Kansas JB,Wake Forest NS,Aff
17,Stanford LL,Georgia CP,Aff
18,Baylor DL,Macalester CD,Aff
19,Kansas CF,Harvard FK,Aff
20,Kansas PB,Kentucky GS,Neg
21,UTD PR,Kansas CS,Aff
22,Kansas BM,Dartmouth JR,Aff
23,Liberty CL,Minnesota HU,Neg
24,Kansas SS,Missouri State BK,Neg
25,UTD HK,Wake Forest SK,Neg
26,Iowa AP,Harvard JS,Aff
27,Kansas AU,Kansas State DR,Aff
28,Kansas HP,Navy CR,Aff
29,Northwestern AT,Georgetown AC,Aff
30,Kansas OW,Michigan BL,Aff
31,Iowa EW,Binghamton CK,Neg
32,Kansas LS,Gonzaga GW,Aff
33,Michigan State FM,Iowa BS,Aff
34,Michigan CC,Kansas VF,Aff
35,Dartmouth GH,Wake Forest HN,Aff
36,Dartmouth BG,UC Berkeley BU,Neg
37,Emory KS,Dartmouth GH,Aff
38,Missouri State NS,Dartmouth CG,Neg
39,George Mason WW,Dartmouth MR,Aff
40,NYU JT,Northwestern NP,Neg
41,Michigan CS,Georgia CK,Neg
42,NYU MS,Northwestern AK,Aff
43,Michigan AO,Emory AS,Aff
44,George Mason DG,Northwestern MO,Aff
45,Texas FL,Emory GS,Neg
46,Wichita State GM,Baylor BK,Aff
47,Kentucky ER,Northwestern HP,Neg
48,Kentucky BS,Northwestern LW,Neg
49,Wake Forest AB,UTD DD,Neg
50,Kentucky RW,Georgetown LN,Aff
51,Louisville NJ,UTD HH,Neg
52,Michigan State JS,Northwestern LL,Aff
53,Michigan State GS,UTD KU,Aff
54,"Harvard/Massachusetts, Amherst AL",Emory TT,Neg
55,Northwestern LR,Missouri State HN,Aff
56,James Madison KP,Western Kentucky SS,Neg
57,Oklahoma DT,UC Berkeley MR,Neg
58,Northwestern PS,Liberty KS,Aff
59,Michigan BP,Georgetown GT,Aff
60,Oklahoma BS,Macalester HW,Aff
61,North Texas GV,Wyoming WW,Neg
62,Emory RY,James Madison OM,Aff
