,Aff,Neg,Win
0,Kansas LS,Emory KS,Aff
1,Michigan BP,Kansas AU,Neg
2,CSU Long Beach OM,Northwestern PS,Aff
3,Kansas OW,Northwestern LR,Aff
4,Emory LY,Georgetown AC,Neg
5,UC Berkeley MR,Michigan SS,Neg
6,Michigan State GL,Kansas MS,Neg
7,Kansas HP,Iowa AP,Neg
