,Aff,Neg,Win
0,Northwestern LR,Baylor DL,Aff
1,Wichita State GM,Trinity KP,Aff
2,Southern California HV,UTD DD,Neg
3,Emory RY,Minnesota HU,Aff
4,Michigan SS,Georgetown AC,Neg
5,Kansas SS,Wake Forest LW,Neg
6,Kentucky GS,UC Berkeley GS,Aff
7,UC Berkeley MR,Harvard AB,Aff
8,Wake Forest AB,Kansas OW,Neg
9,Southern California MT,Michigan AO,Neg
10,Kansas BM,Texas FL,Neg
11,Michigan CS,Kansas AU,Neg
12,Dartmouth BC,UTD HH,Aff
13,Northwestern LO,Georgetown TP,Neg
14,Gonzaga RW,Northwestern HP,Aff
15,Southern California BM,Georgetown LN,Aff
16,Northwestern LW,CSU Long Beach SS,Aff
17,Emory GS,Wyoming WW,Aff
18,Michigan State GS,Kentucky RW,Aff
19,Trinity CK,Emory KW,Neg
20,Kansas LS,Northwestern AT,Aff
21,Kansas HP,Michigan ES,Neg
22,Michigan BP,Emory LY,Aff
23,Emory CS,Northwestern NP,Neg
24,Iowa AP,Michigan CC,Neg
25,Iowa KS,CSU Long Beach OM,Neg
26,Michigan HM,Wake Forest HN,Neg
27,Wake Forest DE,Stanford LY,Neg
28,Michigan AM,Liberty CL,Aff
29,George Mason WW,UTD PR,Aff
30,Emory CR,Wyoming CH,Neg
31,Southern California DT,UC Berkeley BU,Neg
32,Southern California BR,Navy CR,Aff
33,Iowa BS,Georgia CK,Aff
34,Arizona State SS,Dartmouth JR,Neg
35,Michigan State JS,Dartmouth CG,Aff
36,Kansas BW,Michigan State FM,Neg
37,Iowa EW,Northwestern LL,Aff
38,Binghamton CK,Michigan State GL,Aff
39,Northwestern AH,Emory CG,Aff
40,Texas GS,Emory ST,Aff
41,Harvard/Amherst SL,Purdue HH,Neg
