,Aff,Neg,Win
0,Harvard DS,Kansas LS,Neg
1,Wake Forest PS,Michigan State GL,Neg
2,Binghamton CK,Kansas BW,Neg
3,UC Berkeley BU,Michigan BP,Neg
4,Georgetown AC,West Georgia KK,Neg
5,Southern California BR,Emory GS,Neg
6,Kansas OW,Stanford LL,Aff
7,Baylor DL,Emory LY,Neg
8,CSU Long Beach OM,Kansas AU,Aff
9,UTD PR,Kansas HP,Neg
10,Michigan SS,Liberty CL,Aff
11,UTD HK,Michigan ES,Neg
12,Iowa AP,Northwestern PS,Neg
13,Northwestern LR,Kentucky GS,Aff
14,Dartmouth CG,Northwestern AT,Aff
