,Aff,Neg,Win
0,Iowa EW,Michigan State GL,Neg
1,Southern California DT,Emory CG,Aff
2,Trinity CK,Wichita State GM,Neg
3,Emory LY,Michigan State JS,Aff
4,Wake Forest HN,Iowa AP,Neg
5,Emory ST,Dartmouth JR,Neg
6,Purdue HH,Emory CR,Neg
7,Kansas HP,Liberty CL,Aff
8,Michigan State GS,Emory RY,Aff
9,Dartmouth GH,Navy CR,Neg
10,,Emory CS,Neg
11,Stanford LY,George Mason WW,Aff
12,Michigan State FM,Emory GS,Neg
13,Iowa BS,Texas GS,Aff
14,Emory KW,Michigan AO,Neg
15,CSU Long Beach OM,Kansas SS,Neg
16,Michigan CS,Baylor DL,Neg
17,Southern California MT,CSU Long Beach SS,Aff
18,Southern California HV,Wyoming CH,Neg
19,Northwestern AT,Kansas BW,Aff
20,Harvard AB,UTD PR,Aff
21,Wake Forest DE,Michigan HM,Aff
22,Iowa KS,Kansas BM,Neg
23,Michigan BP,Gonzaga RW,Aff
24,Texas FL,Michigan ES,Neg
25,Northwestern LW,UC Berkeley GS,Neg
26,Georgetown LN,Minnesota HU,Neg
27,Kansas OW,Michigan CC,Neg
28,Wake Forest LW,Kentucky GS,Aff
29,Northwestern LL,Harvard/Amherst SL,Aff
30,Michigan AM,UTD HH,Aff
31,Dartmouth CG,Northwestern NP,Neg
32,Dartmouth BC,Kentucky RW,Neg
33,Northwestern AH,Wyoming WW,Neg
34,Northwestern LO,Trinity KP,Neg
35,Michigan SS,Kansas AU,Aff
36,Southern California BR,Georgetown AC,Neg
37,Georgia CK,Northwestern HP,Aff
38,Arizona State SS,UTD DD,Aff
39,Kansas LS,UC Berkeley MR,Aff
40,UC Berkeley BU,Binghamton CK,Neg
41,Wake Forest AB,Southern California BM,Aff
42,Northwestern LR,Georgetown TP,Aff
