,Aff,Neg,Win
0,Northwestern PS,Western Kentucky SS,Aff
1,Dartmouth BC,Kansas State RS,Neg
2,Binghamton CK,Kansas State AS,Aff
3,Western Kentucky IS,Wake Forest DE,Neg
4,Emory AS,Trinity KP,Aff
5,Wake Forest SW,Liberty SS,Neg
6,"Massachusetts, Amherst LM",Kansas LS,Neg
7,Wyoming WW,Liberty CL,Neg
8,Iowa BS,Northwestern LR,Neg
9,George Mason DE,Cal State Fullerton MA,Aff
10,Michigan BP,Emory CT,Aff
11,Emory GS,Georgia CK,Aff
12,Louisville VJ,Kansas CF,Neg
13,Georgetown AC,Southern California MT,Aff
14,Missouri State BC,UTD HH,Neg
15,Iowa KS,CSU Long Beach OM,Neg
16,Missouri State NS,Binghamton TP,Aff
17,George Mason RS,NYU JT,Neg
18,Trinity BK,Northwestern NP,Neg
19,Michigan SS,Kansas CS,Aff
20,Western Kentucky KN,Iowa AP,Neg
21,UTD DD,Indiana FT,Aff
22,Kansas OW,Baylor BK,Aff
23,Georgetown KL,Kentucky RW,Neg
24,Dartmouth JR,Southern Nazarene HS,Aff
25,Texas SH,Wake Forest AB,Neg
26,Michigan ES,Emory CR,Aff
27,West Point OS,Northwestern LL,Neg
28,Georgetown LN,Kansas SS,Neg
29,Navy LS,Kansas ST,Neg
30,Kansas HP,Michigan AM,Aff
31,Northwestern AK,UTD KR,Aff
32,Harvard DS,Kansas BP,Aff
33,Northwestern AT,Missouri State CG,Aff
34,Georgetown WC,Southern California BM,Neg
35,Georgetown GT,Texas FL,Neg
36,Harvard BS,Liberty TK,Aff
37,UTD PR,Dartmouth GH,Aff
38,Emory KW,Kansas BM,Neg
39,Georgia CP,Emory KS,Neg
40,Emory CG,Northwestern LW,Neg
41,Navy CR,Michigan State GS,Neg
42,West Georgia KM,Kansas HM,Aff
43,Kansas HL,Wichita State GM,Neg
44,Kansas JB,Texas GS,Neg
45,UC Berkeley MR,George Mason RT,Aff
46,Cal State Fullerton DC,Michigan State FM,Neg
47,Michigan BL,Baylor DL,Neg
48,Emory OP,Cal State Fullerton MN,Aff
49,Kansas BW,Missouri State BK,Aff
50,UT San Antonio CG,UTD HK,Neg
51,Wake Forest HN,Emory ST,Neg
52,Southern California BR,Oklahoma DT,Aff
53,Baylor MP,UC Berkeley BU,Neg
54,Missouri State HN,Iowa EW,Neg
55,Michigan AO,Harvard/Amherst SL,Aff
56,Kansas AU,CSU Long Beach ES,Aff
57,Northwestern HP,Michigan CC,Neg
58,Western Kentucky CF,Towson DP,Aff
59,Gonzaga RW,Rochester OR,Aff
60,Northern Iowa VM,Southern California AS,Neg
61,Minnesota HU,Michigan State GL,Neg
62,,Emory CF,Neg
63,Kentucky RS,Minnesota MW,Neg
64,Wyoming CH,Emory LY,Neg
65,Emory RY,Houston IH,Aff
66,Georgetown VP,Stanford LL,Neg
67,George Mason WW,Oklahoma BS,Aff
68,Macalester WC,Wake Forest LW,Neg
69,Houston SF,Northern Iowa CD,Aff
