,Aff,Neg,Win
0,Georgetown AC,Emory LY,Neg
1,Northwestern LR,Michigan ES,Aff
2,Emory GS,Michigan BP,Aff
3,Kansas MS,UC Berkeley MR,Aff
4,NYU MS,Kansas LS,Neg
5,Kansas OW,CSU Long Beach OM,Neg
6,Harvard DS,Northwestern LO,Aff
7,Michigan State GL,UC Berkeley LS,Aff
8,Northwestern NP,Michigan State FM,Neg
9,Binghamton CK,Kansas BC,Aff
10,Emory RY,Wichita State GM,Aff
11,Michigan CC,Michigan State GS,Aff
12,Kentucky GS,Kansas HP,Neg
13,Western Kentucky KN,Wake Forest LW,Neg
14,Iowa AP,Kansas SS,Aff
15,Northwestern PS,Kansas AU,Aff
16,Northwestern LL,UTD HK,Aff
17,Gonzaga WW,Baylor DL,Neg
18,Northwestern AT,Iowa EW,Neg
19,Dartmouth CG,UC Berkeley BU,Neg
20,George Mason WW,Michigan SS,Neg
21,Kansas JB,Emory KS,Neg
22,Kentucky RS,"Massachusetts, Amherst LM",Aff
23,Georgia CK,Rochester OR,Aff
24,UTD PR,Northwestern AK,Aff
25,Michigan State JS,Emory CR,Aff
26,Dartmouth GuHa,Northwestern LW,Neg
27,Dartmouth BC,Kansas BW,Neg
28,Western Kentucky SS,MInnesota HU,Neg
29,Iowa BS,UC Berkeley GS,Neg
30,MoState NS,Baylor BK,Aff
31,Harvard CS,Michigan AO,Neg
32,Dartmouth BG,Harvard AB,Neg
33,Cornell MD,Georgia CP,Neg
34,Texas FL,Dartmouth JR,Aff
35,Emory/Columbia AH,Wake Forest DE,Neg
36,Utah PP,Georgetown LN,Neg
37,Dartmouth GH,Macalester WK,Neg
38,George Mason DE,Northwestern HP,Aff
39,Harvard JS,Michigan BL,Aff
40,Harvard FK,Kansas HL,Neg
