,Aff,Neg,Win
0,Wake Forest AB,Northwestern PS,Neg
1,Kansas State RS,Georgia CP,Aff
2,NYU JT,Binghamton CK,Neg
3,Wake Forest DE,Kansas HP,Neg
4,,Georgetown VP,Neg
5,Kansas SS,Wake Forest SW,Aff
6,Kansas LS,Houston SF,Aff
7,Liberty CL,Kansas JB,Aff
8,Towson DP,Iowa BS,Neg
9,Missouri State BK,Macalester WC,Neg
10,Binghamton TP,Iowa KS,Neg
11,Indiana FT,Western Kentucky KN,Neg
12,Michigan State FM,UC Berkeley MR,Neg
13,Southern California AS,Michigan BP,Neg
14,Kansas CF,Emory GS,Neg
15,Northwestern LR,Western Kentucky CF,Aff
16,Cal State Fullerton MN,Michigan BL,Neg
17,Baylor DL,Emory OP,Aff
18,CSU Long Beach OM,Missouri State NS,Aff
19,Michigan State GL,Northwestern AK,Aff
20,Emory CF,Michigan SS,Neg
21,UTD HH,Georgetown AC,Neg
22,Iowa AP,UTD DD,Aff
23,Baylor BK,Kentucky RS,Aff
24,Kentucky RW,Dartmouth JR,Neg
25,Emory LY,Gonzaga RW,Aff
26,Northwestern LL,Michigan ES,Neg
27,Emory CR,West Point OS,Aff
28,Liberty SS,Georgetown LN,Aff
29,Kansas ST,Emory RY,Neg
30,Southern California BM,Northwestern AT,Neg
31,Northwestern NP,George Mason DE,Aff
32,CSU Long Beach ES,Michigan State JS,Neg
33,Missouri State CG,Georgetown WC,Aff
34,Liberty TK,Georgetown GT,Neg
35,Texas FL,Harvard BS,Aff
36,Kansas BM,UTD PR,Neg
37,Kansas State AS,George Mason RS,Aff
38,Emory KS,Dartmouth BC,Aff
39,Northwestern LW,Harvard DS,Neg
40,Kansas BP,Emory CG,Aff
41,Kansas HM,Navy CR,Neg
42,Michigan State GS,West Georgia KM,Aff
43,Wichita State GM,George Mason WW,Aff
44,Southern Nazarene HS,Georgetown KL,Neg
45,George Mason RT,Cal State Fullerton DC,Neg
46,Cal State Fullerton MA,Trinity BK,Aff
47,Oklahoma DT,Baylor MP,Neg
48,Wake Forest LW,Kansas BW,Aff
49,Emory ST,UT San Antonio CG,Aff
50,UTD HK,Wake Forest HN,Aff
51,UC Berkeley BU,Southern California BR,Aff
52,Harvard/Amherst SL,Missouri State HN,Neg
53,Iowa EW,Michigan AO,Neg
54,Georgia CK,Louisville VJ,Aff
55,Dartmouth GH,Emory KW,Aff
56,Southern California MT,Missouri State BC,Aff
57,Western Kentucky SS,Texas SH,Aff
58,Michigan CC,Kansas AU,Neg
59,Texas GS,Wyoming WW,Neg
60,Northern Iowa CD,"Massachusetts, Amherst LM",Neg
61,UTD KR,Minnesota HU,Neg
62,Oklahoma BS,Kansas HL,Neg
63,Houston IH,Navy LS,Aff
64,Kansas CS,,Aff
65,Minnesota MW,Kansas OW,Neg
66,Rochester OR,Wyoming CH,Aff
67,Stanford LL,Emory AS,Aff
68,Michigan AM,Western Kentucky IS,Aff
69,Emory CT,Northern Iowa VM,Aff
