,Aff,Neg,Win
0,Macalester WK,Emory GS,Neg
1,CSU Long Beach OM,Gonzaga WW,Aff
2,Kansas AU,NYU MS,Neg
3,Kansas LS,Michigan State GL,Aff
4,UC Berkeley BU,Georgetown AC,Neg
5,UC Berkeley MR,Kentucky GS,Aff
6,Michigan SS,Northwestern LR,Neg
7,Emory KS,Kansas MS,Neg
8,Michigan BP,Binghamton CK,Aff
9,Emory LY,Northwestern NP,Aff
10,Michigan ES,Harvard DS,Aff
11,Kansas SS,George Mason DE,Aff
12,Harvard AB,Michigan CC,Neg
13,Wake Forest DE,Kansas JB,Neg
14,Emory CR,Iowa AP,Neg
15,Iowa EW,Dartmouth BC,Aff
16,Northwestern LW,Western Kentucky KN,Neg
17,UTD HK,Michigan State JS,Aff
18,UC Berkeley GS,Emory RY,Neg
19,Kansas HP,Iowa BS,Aff
20,MInnesota HU,Dartmouth CG,Neg
21,Baylor DL,Georgia CK,Aff
22,Dartmouth JR,Northwestern LL,Neg
23,Michigan AO,George Mason WW,Neg
24,Wichita State GM,Kentucky RS,Aff
25,Michigan State GS,Dartmouth GuHa,Aff
26,Georgia CP,Northwestern PS,Neg
27,Georgetown LN,Kansas OW,Neg
28,Baylor BK,Northwestern AT,Neg
29,Kansas BC,Western Kentucky SS,Aff
30,Wake Forest LW,UTD PR,Aff
31,Michigan State FM,MoState NS,Aff
32,Northwestern LO,Texas FL,Aff
33,Baylor MP,Utah PP,Neg
34,Northwestern HP,Harvard CS,Neg
35,Kansas BW,Dartmouth GH,Aff
36,Kansas HL,Dartmouth BG,Neg
37,"Massachusetts, Amherst LM",Emory/Columbia AH,Aff
38,Northwestern AK,Harvard FK,Aff
39,UC Berkeley LS,Harvard JS,Aff
40,Michigan BL,Cornell MD,Neg
