,Aff,Neg,Win
0,West Georgia KK,Kansas LS,Neg
1,Wake Forest MP,Kansas AU,Neg
2,Emory GM,Michigan GJ,Aff
3,Georgetown GT,Emory CF,Neg
4,Iowa EW,Baylor LL,Aff
5,Georgetown AC,Emory LY,Neg
6,Emory AS,Iowa AP,Neg
7,Binghamton CK,Macalester HW,Aff
8,Kansas OW,Northwestern LR,Aff
9,Michigan CC,CSU Long Beach OM,Neg
10,Wake Forest PS,George Mason WW,Aff
11,Michigan State GL,Emory GS,Aff
12,Kansas HL,Harvard DS,Neg
13,CSU Long Beach ES,Michigan AO,Neg
14,Missouri State HN,Georgetown LN,Neg
15,UC Berkeley MR,Wake Forest SL,Neg
16,Macalester CD,Georgia CP,Neg
17,Binghamton TP,Kansas State AS,Neg
18,Wake Forest HN,Michigan ES,Neg
19,Harvard AB,Kansas BW,Neg
20,Kansas HP,Georgia CK,Aff
21,Emory RY,Liberty CL,Neg
22,Iowa BS,Northwestern PS,Neg
23,UC Berkeley BU,Kansas State DR,Aff
24,Wyoming WW,Michigan State FM,Neg
25,Michigan State JS,Georgetown VP,Aff
26,Northwestern LL,Wake Forest DE,Neg
27,Georgetown KL,Dartmouth BJ,Neg
28,Wake Forest AB,Baylor MP,Aff
29,Kansas HM,Indiana FT,Aff
30,Michigan AM,Wake Forest SK,Aff
31,Missouri State NS,Dartmouth KR,Aff
32,Emory PS,Harvard FK,Aff
33,Western Kentucky IP,Dartmouth HP,Neg
34,Dartmouth GM,Missouri State CG,Neg
35,Michigan BP,Trinity KP,Aff
36,Northwestern AT,Stanford LL,Aff
37,Baylor DL,Cornell LD,Aff
38,Michigan SS,George Mason RS,Aff
39,Wichita State GM,UC Davis MS,Aff
40,Southern California BR,Western Kentucky CF,Aff
41,Southern California MT,Emory KS,Neg
42,Arizona State SS,Kansas CS,Neg
43,Emory CrTa,Southern California BM,Neg
44,Cornell DV,Iowa KS,Neg
45,Western Kentucky KN,Michigan HM,Neg
46,Kansas State DS,Wyoming CH,Neg
47,Oklahoma BW,Emory CG,Neg
48,UTD PR,Emory OP,Aff
49,Michigan CS,Michigan State GS,Neg
50,Emory SW,Dartmouth CG,Neg
51,UTD HK,Western Kentucky SS,Aff
52,Emory JR,Baylor BK,Aff
53,Gonzaga RW,George Mason DG,Neg
54,Kansas BM,North Texas VH,Aff
