,Aff,Neg,Win
0,Emory GS,Michigan State GS,Aff
1,Michigan ES,Binghamton CK,Neg
2,Northwestern LR,Kentucky RW,Aff
3,Michigan BP,Northwestern AT,Aff
4,Emory LY,Georgetown AC,Neg
5,Iowa AP,CSU Long Beach OM,Neg
6,Michigan SS,Michigan State GL,Aff
