,Aff,Neg,Win
0,Kentucky GS,Kansas LS,Neg
1,Binghamton CK,Michigan AO,Aff
2,Northwestern LR,Michigan State JS,Aff
3,Texas FL,Michigan BP,Neg
4,Georgetown AC,Wake Forest HN,Aff
5,UTD PR,CSU Long Beach OM,Neg
6,Michigan State GL,George Mason WW,Aff
7,Iowa AP,Dartmouth CG,Aff
8,Iowa EW,Emory LY,Neg
9,Northwestern AT,UC Berkeley MR,Aff
10,Northwestern NP,Kentucky RW,Neg
11,Michigan ES,Liberty CL,Aff
12,Michigan State GS,Kansas OW,Aff
