,Aff,Neg,Win
0,Emory GS,Liberty CL,Aff
1,Michigan State GL,CSU Long Beach OM,Aff
2,Georgetown AC,Emory LY,Neg
3,Binghamton CK,Michigan SS,Neg
4,UC Berkeley MR,Iowa EW,Aff
5,Iowa AP,Kansas HP,Neg
