,Aff,Neg,Win
0,Kansas LS,Binghamton CK,Neg
1,Iowa AP,Wake Forest PS,Neg
2,Kansas AU,Michigan State GL,Neg
3,Emory CF,Baylor DL,Neg
4,Baylor LL,Wake Forest MP,Neg
5,CSU Long Beach OM,Michigan BP,Neg
6,Georgia CP,Emory GM,Neg
7,Northwestern LR,Kansas BM,Aff
8,Emory GS,Kansas HL,Aff
9,Michigan AO,Emory PS,Aff
10,Harvard DS,Southern California MT,Aff
11,George Mason DG,Michigan AM,Aff
12,Kansas BW,Missouri State NS,Neg
13,Michigan ES,Iowa EW,Aff
14,Trinity KP,UC Berkeley BU,Neg
15,Michigan State GS,Wichita State GM,Aff
16,Dartmouth CG,Southern California BR,Neg
17,George Mason WW,Emory JR,Aff
18,Southern California BM,Michigan CC,Neg
19,Kansas CS,Michigan State JS,Neg
20,Emory LY,Kansas HP,Aff
21,Liberty CL,Northwestern AT,Neg
22,Northwestern PS,Kansas OW,Aff
23,Kansas State DR,Michigan CS,Neg
24,Harvard FK,Kansas State DS,Neg
25,Stanford LL,Iowa BS,Neg
26,Georgetown LN,West Georgia KK,Neg
27,Emory KS,Kentucky GS,Aff
28,Wake Forest DE,Emory AS,Neg
29,Wake Forest SL,Michigan SS,Neg
30,Michigan GJ,Georgetown AC,Neg
31,Georgia CK,UTD HK,Neg
32,Macalester HW,UTD PR,Neg
33,Kansas State AS,Emory RY,Neg
34,Western Kentucky SS,Cornell DV,Aff
35,Western Kentucky CF,CSU Long Beach ES,Aff
36,UC Davis MS,Kansas HM,Neg
37,Georgetown VP,Macalester CD,Aff
38,Baylor BK,Wake Forest AB,Neg
39,Dartmouth BJ,Wake Forest HN,Aff
40,Emory OP,Missouri State HN,Aff
41,George Mason RS,Gonzaga RW,Neg
42,Michigan State FM,UC Berkeley MR,Neg
43,Michigan HM,Binghamton TP,Aff
44,Iowa KS,Northwestern LL,Neg
45,Cornell LD,Arizona State SS,Neg
46,Wyoming CH,Georgetown GT,Neg
47,Missouri State CG,Emory SW,Neg
48,Dartmouth HP,Emory CrTa,Neg
49,Emory CG,Harvard AB,Neg
50,Wake Forest SK,Georgetown KL,Neg
51,North Texas VH,Oklahoma BW,Aff
52,,Western Kentucky KN,Neg
53,Indiana FT,Western Kentucky IP,Aff
54,Dartmouth KR,Wyoming WW,Neg
55,Baylor MP,Dartmouth GM,Neg
