Round,Tournament,Round_Label,Aff,Neg,Win,Aff_Mu_Before,Aff_Mu_After,Aff_Mu_Delta,Neg_Mu_Before,Neg_Mu_After,Neg_Mu_Delta
nu_1,nu,1,Arizona State SS,Kansas LS,Neg,21.456,21.454,-0.002,38.631,38.632,0.001
nu_1,nu,1,Western Kentucky CF,Dartmouth HP,Aff,23.937,24.024,0.087,18.437,18.339,-0.099
nu_1,nu,1,Iowa AP,Michigan AO,Aff,34.452,34.486,0.034,28.098,28.062,-0.036
nu_1,nu,1,Northwestern AT,Emory CF,Aff,31.824,31.855,0.031,24.902,24.841,-0.061
nu_1,nu,1,Michigan BP,Baylor LL,Aff,38.772,38.774,0.003,23.706,23.696,-0.01
nu_1,nu,1,Missouri State NS,Emory KS,Neg,22.976,22.954,-0.023,32.709,32.724,0.015
nu_1,nu,1,Wyoming CH,UTD PR,Neg,19.554,19.537,-0.017,29.257,29.271,0.014
nu_1,nu,1,Wake Forest PS,Macalester CD,Aff,28.717,28.725,0.009,15.246,15.236,-0.01
nu_1,nu,1,Dartmouth CG,Western Kentucky SS,Neg,30.737,30.519,-0.218,23.254,23.494,0.24
nu_1,nu,1,Georgia CP,Binghamton PT,Neg,23.624,23.363,-0.261,14.25,14.727,0.477
nu_1,nu,1,Harvard AB,Michigan State FM,Aff,26.719,26.854,0.135,28.141,28.023,-0.118
nu_1,nu,1,Michigan ES,Harvard FK,Aff,34.213,34.213,0.0,4.145,4.145,-0.0
nu_1,nu,1,Georgetown LN,Kansas AU,Neg,22.249,22.231,-0.018,31.418,31.435,0.017
nu_1,nu,1,Missouri State CG,Michigan State GL,Neg,21.798,21.788,-0.01,34.594,34.6,0.006
nu_1,nu,1,Michigan CS,Kansas HL,Aff,27.117,27.142,0.025,19.013,18.985,-0.028
nu_1,nu,1,Michigan SS,Wake Forest SK,Aff,37.216,37.217,0.001,18.599,18.598,-0.001
nu_1,nu,1,Georgetown GT,Emory GM,Neg,24.226,24.187,-0.039,30.463,30.514,0.051
nu_1,nu,1,Georgetown VP,Emory RY,Neg,19.444,19.426,-0.017,31.164,31.172,0.008
nu_1,nu,1,Baylor DL,Michigan HM,Aff,30.379,30.399,0.02,21.748,21.709,-0.039
nu_1,nu,1,Baylor MP,Wake Forest HN,Neg,17.425,17.397,-0.029,25.411,25.437,0.026
nu_1,nu,1,Northwestern LL,Kansas HP,Neg,26.267,26.239,-0.028,33.86,33.886,0.025
nu_1,nu,1,Wyoming WW,Liberty CL,Neg,20.711,20.686,-0.025,29.165,29.186,0.021
nu_1,nu,1,UTD HK,Northwestern PS,Neg,28.113,28.059,-0.054,32.136,32.191,0.054
nu_1,nu,1,Emory GS,Kansas State DR,Aff,41.556,41.556,0.0,22.33,22.33,-0.0
nu_1,nu,1,Emory AS,Wake Forest AB,Aff,27.543,27.623,0.081,25.407,25.322,-0.085
nu_1,nu,1,Iowa BS,Western Kentucky IP,Aff,22.62,22.651,0.031,15.726,15.644,-0.082
nu_1,nu,1,Michigan State GS,Michigan AM,Aff,28.435,28.475,0.04,22.661,22.61,-0.051
nu_1,nu,1,CSU Long Beach OM,Baylor BK,Aff,35.847,35.854,0.008,24.004,23.996,-0.008
nu_1,nu,1,Western Kentucky KN,Emory CT,Neg,23.103,23.008,-0.095,24.999,25.141,0.142
nu_1,nu,1,Macalester HW,UC Berkeley MR,Aff,22.655,23.256,0.601,33.6,33.327,-0.273
nu_1,nu,1,Emory OP,Kansas State DS,Aff,26.855,26.859,0.005,11.596,11.592,-0.003
nu_1,nu,1,Northwestern LR,Iowa KS,Aff,35.998,36.003,0.005,23.136,23.13,-0.006
nu_1,nu,1,Missouri State HN,Harvard DS,Neg,20.583,20.551,-0.032,29.667,29.685,0.018
nu_1,nu,1,Kansas State AS,Michigan CC,Neg,24.302,24.218,-0.084,29.972,30.013,0.041
nu_1,nu,1,CSU Long Beach ES,Georgetown KL,Aff,17.88,18.067,0.186,20.134,19.919,-0.215
nu_1,nu,1,Emory PS,Kansas CS,Neg,20.256,20.072,-0.183,24.262,24.352,0.091
nu_1,nu,1,Dartmouth BJ,Michigan GJ,Neg,23.4,23.137,-0.262,23.613,23.922,0.309
nu_1,nu,1,Georgetown AC,Kansas HM,Aff,37.295,37.295,0.0,13.008,13.008,-0.0
nu_1,nu,1,Emory SW,Binghamton CK,Neg,21.149,21.142,-0.007,35.025,35.029,0.004
nu_1,nu,1,Emory LY,Kansas BW,Aff,32.546,32.59,0.044,27.596,27.553,-0.043
nu_1,nu,1,Dartmouth GM,Michigan State JS,Neg,23.537,23.358,-0.179,26.75,26.813,0.063
nu_1,nu,1,Dartmouth KR,West Georgia KK,Neg,20.964,20.902,-0.061,29.589,29.625,0.035
nu_1,nu,1,UC Davis MS,Emory CG,Aff,18.231,18.463,0.232,15.478,15.396,-0.082
nu_1,nu,1,Iowa EW,Wake Forest MP,Aff,28.794,28.869,0.075,26.828,26.68,-0.148
nu_1,nu,1,Indiana FT,Wake Forest DE,Neg,15.351,15.335,-0.017,25.509,25.523,0.014
nu_1,nu,1,Emory JR,Kentucky GS,Neg,27.747,27.52,-0.227,30.359,30.425,0.066
nu_1,nu,1,Wichita State GM,UC Berkeley BU,Neg,25.52,25.454,-0.065,28.781,28.841,0.061
nu_1,nu,1,Georgia CK,Oklahoma BW,Aff,25.264,25.267,0.003,10.864,10.853,-0.011
nu_1,nu,1,Kansas OW,George Mason RS,Aff,33.093,33.095,0.002,17.112,17.11,-0.002
nu_1,nu,1,Southern California ZB,Wake Forest SL,Neg,17.409,17.396,-0.013,32.823,32.834,0.01
nu_1,nu,1,Southern California BR,Kansas BM,Aff,27.851,27.911,0.061,24.389,24.317,-0.072
nu_1,nu,1,Cornell LD,George Mason WW,Neg,17.854,17.788,-0.066,28.007,28.021,0.014
nu_1,nu,1,Southern California MT,Stanford LL,Neg,24.554,24.501,-0.053,29.431,29.491,0.061
nu_1,nu,1,Gonzaga RW,Cornell DV,Aff,23.45,23.487,0.037,16.433,16.345,-0.088
nu_1,nu,1,George Mason DG,Trinity KP,Neg,26.789,26.496,-0.293,23.128,23.307,0.179
nu_1,nu,1,North Texas VH,Southern California BM,Neg,16.058,16.024,-0.034,26.083,26.098,0.015
nu_2,nu,2,George Mason WW,Southern California BR,Aff,28.021,28.121,0.1,27.911,27.81,-0.101
nu_2,nu,2,Kansas BM,Cornell LD,Neg,24.317,24.09,-0.228,17.788,18.689,0.901
nu_2,nu,2,Cornell DV,Southern California MT,Neg,16.345,16.278,-0.066,24.501,24.527,0.026
nu_2,nu,2,Stanford LL,Gonzaga RW,Aff,29.491,29.539,0.048,23.487,23.441,-0.046
nu_2,nu,2,Southern California BM,George Mason DG,Neg,26.098,25.993,-0.105,26.496,26.674,0.178
nu_2,nu,2,Trinity KP,North Texas VH,Aff,23.307,23.339,0.032,16.024,15.956,-0.068
nu_2,nu,2,Oklahoma BW,Wichita State GM,Neg,10.853,10.843,-0.01,25.454,25.458,0.003
nu_2,nu,2,UC Berkeley BU,Georgia CK,Neg,28.841,28.691,-0.15,25.267,25.427,0.16
nu_2,nu,2,Wake Forest SL,Kansas OW,Neg,32.834,32.473,-0.36,33.095,33.19,0.095
nu_2,nu,2,George Mason RS,Southern California ZB,Aff,17.11,17.256,0.146,17.396,16.904,-0.492
nu_2,nu,2,Dartmouth HP,Arizona State SS,Neg,18.339,18.19,-0.149,21.454,21.581,0.126
nu_2,nu,2,Kansas LS,Western Kentucky CF,Aff,38.632,38.635,0.003,24.024,24.018,-0.006
nu_2,nu,2,Emory KS,Iowa AP,Neg,32.724,32.643,-0.081,34.486,34.565,0.079
nu_2,nu,2,Michigan AO,Missouri State NS,Aff,28.062,28.109,0.046,22.954,22.885,-0.069
nu_2,nu,2,Macalester CD,Wyoming CH,Aff,15.236,15.606,0.37,19.537,19.351,-0.186
nu_2,nu,2,UTD PR,Wake Forest PS,Neg,29.271,29.165,-0.106,28.725,28.926,0.201
nu_2,nu,2,Binghamton PT,Dartmouth CG,Neg,14.727,14.723,-0.003,30.519,30.52,0.002
nu_2,nu,2,Western Kentucky SS,Georgia CP,Neg,23.494,23.382,-0.112,23.363,23.47,0.107
nu_2,nu,2,Michigan State FM,UTD HK,Neg,28.023,27.925,-0.098,28.059,28.16,0.101
nu_2,nu,2,Northwestern PS,Harvard AB,Aff,32.191,32.233,0.042,26.854,26.807,-0.047
nu_2,nu,2,Kansas AU,Michigan ES,Aff,31.435,31.574,0.139,34.213,34.069,-0.145
nu_2,nu,2,Harvard FK,Georgetown LN,Neg,4.145,4.14,-0.004,22.231,22.231,0.001
nu_2,nu,2,Kansas HL,Missouri State CG,Aff,18.985,19.158,0.172,21.788,21.525,-0.262
nu_2,nu,2,Michigan State GL,Michigan CS,Aff,34.6,34.627,0.027,27.142,27.112,-0.03
nu_2,nu,2,Emory GM,Michigan SS,Aff,30.514,30.811,0.297,37.217,36.995,-0.222
nu_2,nu,2,Wake Forest SK,Georgetown GT,Neg,18.598,18.502,-0.096,24.187,24.232,0.044
nu_2,nu,2,Michigan HM,Georgetown VP,Neg,21.709,21.455,-0.254,19.426,19.704,0.277
nu_2,nu,2,Emory RY,Baylor DL,Aff,31.172,31.265,0.093,30.399,30.307,-0.092
nu_2,nu,2,Wake Forest HN,Emory GS,Neg,25.437,25.435,-0.002,41.556,41.558,0.002
nu_2,nu,2,Kansas State DR,Baylor MP,Aff,22.33,22.393,0.063,17.397,17.341,-0.056
nu_2,nu,2,Michigan AM,Emory SW,Neg,22.61,22.452,-0.158,21.142,21.37,0.227
nu_2,nu,2,Binghamton CK,Michigan State GS,Aff,35.029,35.061,0.032,28.475,28.441,-0.034
nu_2,nu,2,Emory CT,CSU Long Beach OM,Neg,25.141,25.121,-0.02,35.854,35.865,0.011
nu_2,nu,2,Baylor BK,Western Kentucky KN,Aff,23.996,24.089,0.093,23.008,22.9,-0.109
nu_2,nu,2,Kansas State DS,Macalester HW,Neg,11.592,11.58,-0.013,23.256,23.273,0.018
nu_2,nu,2,UC Berkeley MR,Emory OP,Aff,33.327,33.36,0.033,26.859,26.791,-0.068
nu_2,nu,2,Harvard DS,Northwestern LR,Neg,29.685,29.65,-0.035,36.003,36.039,0.035
nu_2,nu,2,Iowa KS,Missouri State HN,Neg,23.13,22.973,-0.157,20.551,20.796,0.244
nu_2,nu,2,Georgetown KL,Kansas State AS,Neg,19.919,19.836,-0.082,24.218,24.326,0.108
nu_2,nu,2,Michigan CC,CSU Long Beach ES,Aff,30.013,30.02,0.008,18.067,18.057,-0.01
nu_2,nu,2,Kansas CS,Michigan BP,Neg,24.352,24.347,-0.005,38.774,38.778,0.003
nu_2,nu,2,Baylor LL,Emory PS,Aff,23.696,23.91,0.214,20.072,19.884,-0.189
nu_2,nu,2,Michigan GJ,Wyoming WW,Aff,23.922,24.115,0.193,20.686,20.611,-0.075
nu_2,nu,2,Liberty CL,Dartmouth BJ,Aff,29.186,29.222,0.036,23.137,23.039,-0.098
nu_2,nu,2,Wake Forest AB,Georgetown AC,Neg,25.322,25.313,-0.008,37.295,37.302,0.007
nu_2,nu,2,Kansas HM,Emory AS,Neg,13.008,13.002,-0.006,27.623,27.626,0.003
nu_2,nu,2,Emory CG,Northwestern LL,Neg,15.396,15.383,-0.013,26.239,26.25,0.011
nu_2,nu,2,Kansas HP,UC Davis MS,Aff,33.886,33.888,0.002,18.463,18.456,-0.007
nu_2,nu,2,Michigan State JS,Emory LY,Neg,26.813,26.774,-0.039,32.59,32.628,0.038
nu_2,nu,2,Kansas BW,Dartmouth GM,Aff,27.553,27.602,0.05,23.358,23.211,-0.147
nu_2,nu,2,Wake Forest MP,Dartmouth KR,Aff,26.68,26.754,0.074,20.902,20.787,-0.115
nu_2,nu,2,West Georgia KK,Iowa EW,Aff,29.625,29.782,0.157,28.869,28.779,-0.09
nu_2,nu,2,Wake Forest DE,Northwestern AT,Neg,25.523,25.486,-0.037,31.855,31.89,0.035
nu_2,nu,2,Emory CF,Indiana FT,Aff,24.841,24.873,0.032,15.335,15.314,-0.02
nu_2,nu,2,Western Kentucky IP,Emory JR,Neg,15.644,15.622,-0.022,27.52,27.547,0.027
nu_2,nu,2,Kentucky GS,Iowa BS,Neg,30.425,30.208,-0.217,22.651,22.882,0.231
nu_3,nu,3,West Georgia KK,Kansas LS,Neg,29.782,29.75,-0.032,38.635,38.656,0.02
nu_3,nu,3,Wake Forest MP,Kansas AU,Neg,26.754,26.665,-0.088,31.574,31.62,0.046
nu_3,nu,3,Emory GM,Michigan GJ,Aff,30.811,30.857,0.046,24.115,24.018,-0.097
nu_3,nu,3,Georgetown GT,Emory CF,Neg,24.232,24.13,-0.102,24.873,25.057,0.185
nu_3,nu,3,Iowa EW,Baylor LL,Aff,28.779,28.825,0.046,23.91,23.743,-0.167
nu_3,nu,3,Georgetown AC,Emory LY,Neg,37.302,37.126,-0.176,32.628,32.795,0.167
nu_3,nu,3,Emory AS,Iowa AP,Neg,27.626,27.594,-0.032,34.565,34.594,0.03
nu_3,nu,3,Binghamton CK,Macalester HW,Aff,35.061,35.068,0.008,23.273,23.257,-0.017
nu_3,nu,3,Kansas OW,Northwestern LR,Aff,33.19,33.331,0.141,36.039,35.891,-0.147
nu_3,nu,3,Michigan CC,CSU Long Beach OM,Neg,30.02,29.981,-0.04,35.865,35.904,0.039
nu_3,nu,3,Wake Forest PS,George Mason WW,Aff,28.926,29.09,0.164,28.121,28.031,-0.09
nu_3,nu,3,Michigan State GL,Emory GS,Aff,34.627,34.839,0.212,41.558,41.302,-0.256
nu_3,nu,3,Kansas HL,Harvard DS,Neg,19.158,19.143,-0.014,29.65,29.662,0.012
nu_3,nu,3,CSU Long Beach ES,Michigan AO,Neg,18.057,18.038,-0.019,28.109,28.123,0.014
nu_3,nu,3,Missouri State HN,Georgetown LN,Neg,20.796,20.652,-0.144,22.231,22.319,0.088
nu_3,nu,3,UC Berkeley MR,Wake Forest SL,Neg,33.36,33.251,-0.109,32.473,32.872,0.398
nu_3,nu,3,Macalester CD,Georgia CP,Neg,15.606,15.553,-0.054,23.47,23.495,0.025
nu_3,nu,3,Binghamton PT,Kansas State AS,Neg,14.723,14.694,-0.029,24.326,24.359,0.032
nu_3,nu,3,Wake Forest HN,Michigan ES,Neg,25.435,25.414,-0.022,34.069,34.089,0.02
nu_3,nu,3,Harvard AB,Kansas BW,Neg,26.807,26.707,-0.101,27.602,27.689,0.086
nu_3,nu,3,Kansas HP,Georgia CK,Aff,33.888,33.908,0.021,25.427,25.405,-0.021
nu_3,nu,3,Emory RY,Liberty CL,Neg,31.265,31.132,-0.133,29.222,29.352,0.13
nu_3,nu,3,Iowa BS,Northwestern PS,Neg,22.882,22.865,-0.016,32.233,32.249,0.016
nu_3,nu,3,UC Berkeley BU,Kansas State DR,Aff,28.691,28.725,0.033,22.393,22.346,-0.047
nu_3,nu,3,Wyoming WW,Michigan State FM,Neg,20.611,20.578,-0.033,27.925,27.951,0.026
nu_3,nu,3,Michigan State JS,Georgetown VP,Aff,26.774,26.804,0.03,19.704,19.643,-0.06
nu_3,nu,3,Northwestern LL,Wake Forest DE,Neg,26.25,26.129,-0.121,25.486,25.606,0.12
nu_3,nu,3,Georgetown KL,Dartmouth BJ,Neg,19.836,19.738,-0.099,23.039,23.203,0.164
nu_3,nu,3,Wake Forest AB,Baylor MP,Aff,25.313,25.34,0.027,17.341,17.312,-0.029
nu_3,nu,3,Kansas HM,Indiana FT,Aff,13.002,13.263,0.261,15.314,15.144,-0.17
nu_3,nu,3,Michigan AM,Wake Forest SK,Aff,22.452,22.523,0.071,18.502,18.374,-0.129
nu_3,nu,3,Missouri State NS,Dartmouth KR,Aff,22.885,22.999,0.114,20.787,20.572,-0.215
nu_3,nu,3,Emory PS,Harvard FK,Aff,19.884,19.892,0.008,4.14,4.127,-0.014
nu_3,nu,3,Western Kentucky IP,Dartmouth HP,Neg,15.622,15.442,-0.18,18.19,18.348,0.159
nu_3,nu,3,Dartmouth GM,Missouri State CG,Neg,23.211,22.877,-0.333,21.525,21.747,0.222
nu_3,nu,3,Michigan BP,Trinity KP,Aff,38.778,38.78,0.002,23.339,23.337,-0.002
nu_3,nu,3,Northwestern AT,Stanford LL,Aff,31.89,31.963,0.073,29.539,29.446,-0.094
nu_3,nu,3,Baylor DL,Cornell LD,Aff,30.307,30.316,0.009,18.689,18.65,-0.039
nu_3,nu,3,Michigan SS,George Mason RS,Aff,36.995,36.996,0.0,17.256,17.256,-0.0
nu_3,nu,3,Wichita State GM,UC Davis MS,Aff,25.458,25.489,0.031,18.456,18.355,-0.1
nu_3,nu,3,Southern California BR,Western Kentucky CF,Aff,27.81,27.867,0.057,24.018,23.899,-0.119
nu_3,nu,3,Southern California MT,Emory KS,Neg,24.527,24.501,-0.026,32.643,32.666,0.023
nu_3,nu,3,Arizona State SS,Kansas CS,Neg,21.581,21.449,-0.132,24.347,24.459,0.111
nu_3,nu,3,Emory CT,Southern California BM,Neg,25.121,24.959,-0.162,25.993,26.091,0.098
nu_3,nu,3,Cornell DV,Iowa KS,Neg,16.278,16.186,-0.092,22.973,23.009,0.036
nu_3,nu,3,Western Kentucky KN,Michigan HM,Neg,22.9,22.753,-0.146,21.455,21.683,0.228
nu_3,nu,3,Kansas State DS,Wyoming CH,Neg,11.58,11.542,-0.038,19.351,19.379,0.028
nu_3,nu,3,Oklahoma BW,Emory CG,Neg,10.843,10.679,-0.164,15.383,15.443,0.061
nu_3,nu,3,UTD PR,Emory OP,Aff,29.165,29.235,0.07,26.791,26.647,-0.144
nu_3,nu,3,Michigan CS,Michigan State GS,Neg,27.112,27.018,-0.095,28.441,28.529,0.088
nu_3,nu,3,Emory SW,Dartmouth CG,Neg,21.37,21.338,-0.032,30.52,30.538,0.017
nu_3,nu,3,UTD HK,Western Kentucky SS,Aff,28.16,28.207,0.047,23.382,23.331,-0.051
nu_3,nu,3,Emory JR,Baylor BK,Aff,27.547,27.737,0.191,24.089,24.027,-0.062
nu_3,nu,3,Gonzaga RW,George Mason DG,Neg,23.441,23.364,-0.077,26.674,26.788,0.114
nu_3,nu,3,Kansas BM,North Texas VH,Aff,24.09,24.116,0.027,15.956,15.902,-0.055
nu_4,nu,4,Kansas LS,Binghamton CK,Neg,38.656,38.488,-0.168,35.068,35.22,0.152
nu_4,nu,4,Iowa AP,Wake Forest PS,Neg,34.594,34.412,-0.182,29.09,29.418,0.327
nu_4,nu,4,Kansas AU,Michigan State GL,Neg,31.62,31.558,-0.061,34.839,34.902,0.063
nu_4,nu,4,Emory CF,Baylor DL,Neg,25.057,24.973,-0.084,30.316,30.359,0.043
nu_4,nu,4,Baylor LL,Wake Forest MP,Neg,23.743,23.516,-0.227,26.665,26.786,0.121
nu_4,nu,4,CSU Long Beach OM,Michigan BP,Neg,35.904,35.837,-0.068,38.78,38.852,0.072
nu_4,nu,4,Georgia CP,Emory GM,Neg,23.495,23.467,-0.028,30.857,30.895,0.039
nu_4,nu,4,Northwestern LR,Kansas BM,Aff,35.891,35.899,0.008,24.116,24.107,-0.009
nu_4,nu,4,Emory GS,Kansas HL,Aff,41.302,41.302,0.0,19.143,19.143,-0.0
nu_4,nu,4,Michigan AO,Emory PS,Aff,28.123,28.146,0.024,19.892,19.82,-0.072
nu_4,nu,4,Harvard DS,Southern California MT,Aff,29.662,29.707,0.045,24.501,24.451,-0.05
nu_4,nu,4,George Mason DG,Michigan AM,Aff,26.788,26.882,0.094,22.523,22.456,-0.067
nu_4,nu,4,Kansas BW,Missouri State NS,Neg,27.689,27.527,-0.162,22.999,23.259,0.26
nu_4,nu,4,Michigan ES,Iowa EW,Aff,34.089,34.132,0.044,28.825,28.782,-0.042
nu_4,nu,4,Trinity KP,UC Berkeley BU,Neg,23.337,23.288,-0.049,28.725,28.765,0.041
nu_4,nu,4,Michigan State GS,Wichita State GM,Aff,28.529,28.596,0.067,25.489,25.421,-0.068
nu_4,nu,4,Dartmouth CG,Southern California BR,Neg,30.538,30.397,-0.14,27.867,28.008,0.141
nu_4,nu,4,George Mason WW,Emory JR,Aff,28.031,28.126,0.095,27.737,27.44,-0.297
nu_4,nu,4,Southern California BM,Michigan CC,Neg,26.091,26.03,-0.061,29.981,30.039,0.058
nu_4,nu,4,Kansas CS,Michigan State JS,Neg,24.459,24.34,-0.118,26.804,26.877,0.074
nu_4,nu,4,Emory LY,Kansas HP,Aff,32.795,32.909,0.113,33.908,33.791,-0.118
nu_4,nu,4,Liberty CL,Northwestern AT,Neg,29.352,29.284,-0.069,31.963,32.033,0.07
nu_4,nu,4,Northwestern PS,Kansas OW,Aff,32.249,32.366,0.117,33.331,33.216,-0.115
nu_4,nu,4,Kansas State DR,Michigan CS,Neg,22.346,22.28,-0.066,27.018,27.071,0.054
nu_4,nu,4,Harvard FK,Kansas State DS,Neg,4.127,3.972,-0.155,11.542,11.584,0.042
nu_4,nu,4,Stanford LL,Iowa BS,Neg,29.446,29.184,-0.261,22.865,23.073,0.207
nu_4,nu,4,Georgetown LN,West Georgia KK,Neg,22.319,22.291,-0.028,29.75,29.795,0.045
nu_4,nu,4,Emory KS,Kentucky GS,Aff,32.666,32.739,0.073,30.208,30.14,-0.068
nu_4,nu,4,Wake Forest DE,Emory AS,Neg,25.606,25.525,-0.081,27.594,27.677,0.083
nu_4,nu,4,Wake Forest SL,Michigan SS,Neg,32.872,32.689,-0.182,36.996,37.053,0.057
nu_4,nu,4,Michigan GJ,Georgetown AC,Neg,24.018,24.002,-0.016,37.126,37.132,0.005
nu_4,nu,4,Georgia CK,UTD HK,Neg,25.405,25.336,-0.069,28.207,28.273,0.067
nu_4,nu,4,Macalester HW,UTD PR,Neg,23.257,23.179,-0.078,29.235,29.271,0.036
nu_4,nu,4,Kansas State AS,Emory RY,Neg,24.359,24.294,-0.064,31.132,31.164,0.032
nu_4,nu,4,Western Kentucky SS,Cornell DV,Aff,23.331,23.362,0.031,16.186,16.105,-0.082
nu_4,nu,4,Western Kentucky CF,CSU Long Beach ES,Aff,23.899,23.978,0.079,18.038,17.985,-0.053
nu_4,nu,4,UC Davis MS,Kansas HM,Neg,18.355,17.795,-0.56,13.263,13.59,0.327
nu_4,nu,4,Georgetown VP,Macalester CD,Aff,19.643,19.753,0.109,15.553,15.436,-0.117
nu_4,nu,4,Baylor BK,Wake Forest AB,Neg,24.027,23.939,-0.088,25.34,25.437,0.097
nu_4,nu,4,Dartmouth BJ,Wake Forest HN,Aff,23.203,23.538,0.335,25.414,25.269,-0.145
nu_4,nu,4,Emory OP,Missouri State HN,Aff,26.647,26.72,0.073,20.652,20.588,-0.064
nu_4,nu,4,George Mason RS,Gonzaga RW,Neg,17.256,17.204,-0.052,23.364,23.409,0.044
nu_4,nu,4,Michigan State FM,UC Berkeley MR,Neg,27.951,27.91,-0.041,33.251,33.293,0.042
nu_4,nu,4,Michigan HM,Binghamton PT,Aff,21.683,21.738,0.055,14.694,14.639,-0.056
nu_4,nu,4,Iowa KS,Northwestern LL,Neg,23.009,22.937,-0.072,26.129,26.198,0.068
nu_4,nu,4,Cornell LD,Arizona State SS,Neg,18.65,18.365,-0.284,21.449,21.576,0.127
nu_4,nu,4,Wyoming CH,Georgetown GT,Neg,19.379,19.325,-0.054,24.13,24.182,0.052
nu_4,nu,4,Missouri State CG,Emory SW,Neg,21.747,21.559,-0.189,21.338,21.531,0.194
nu_4,nu,4,Dartmouth HP,Emory CT,Neg,18.348,18.275,-0.074,24.959,25.017,0.058
nu_4,nu,4,Emory CG,Harvard AB,Neg,15.443,15.432,-0.011,26.707,26.717,0.01
nu_4,nu,4,Wake Forest SK,Georgetown KL,Neg,18.374,18.184,-0.19,19.738,19.868,0.13
nu_4,nu,4,North Texas VH,Oklahoma BW,Aff,15.902,16.005,0.103,10.679,10.538,-0.14
nu_4,nu,4,Indiana FT,Western Kentucky IP,Aff,15.144,15.276,0.131,15.442,15.177,-0.265
nu_4,nu,4,Dartmouth KR,Wyoming WW,Neg,20.572,20.291,-0.281,20.578,20.698,0.12
nu_4,nu,4,Baylor MP,Dartmouth GM,Neg,17.312,17.263,-0.049,22.877,22.984,0.107
nu_5,nu,5,Wake Forest HN,Georgetown KL,Aff,25.269,25.315,0.046,19.868,19.803,-0.065
nu_5,nu,5,Wyoming WW,Baylor BK,Neg,20.698,20.623,-0.075,23.939,24.004,0.065
nu_5,nu,5,UC Davis MS,Indiana FT,Aff,17.795,18.012,0.217,15.276,15.189,-0.087
nu_5,nu,5,Emory CG,Michigan AM,Neg,15.432,15.396,-0.036,22.456,22.494,0.038
nu_5,nu,5,Michigan State FM,Kansas State DS,Aff,27.91,27.911,0.001,11.584,11.582,-0.002
nu_5,nu,5,Western Kentucky KN,Kansas HL,Aff,22.753,22.824,0.07,19.143,19.071,-0.072
nu_5,nu,5,Wyoming CH,Emory PS,Neg,19.325,19.22,-0.106,19.82,20.113,0.293
nu_5,nu,5,Binghamton PT,CSU Long Beach ES,Neg,14.639,14.526,-0.112,17.985,18.07,0.085
nu_5,nu,5,Kansas BW,North Texas VH,Aff,27.527,27.535,0.008,16.005,15.984,-0.02
nu_5,nu,5,Arizona State SS,Dartmouth CG,Neg,21.576,21.54,-0.036,30.397,30.416,0.019
nu_5,nu,5,Michigan CS,Georgetown GT,Aff,27.071,27.145,0.074,24.182,24.11,-0.072
nu_5,nu,5,Georgetown VP,Trinity KP,Neg,19.753,19.634,-0.119,23.288,23.357,0.069
nu_5,nu,5,Georgetown LN,Wichita State GM,Neg,22.291,22.223,-0.068,25.421,25.488,0.067
nu_5,nu,5,Stanford LL,Harvard AB,Neg,29.184,29.011,-0.173,26.717,26.867,0.15
nu_5,nu,5,Dartmouth HP,Southern California MT,Neg,18.275,18.195,-0.08,24.451,24.492,0.041
nu_5,nu,5,George Mason RS,Missouri State CG,Neg,17.204,17.131,-0.073,21.559,21.648,0.09
nu_5,nu,5,Kansas BM,Iowa KS,Aff,24.107,24.21,0.102,22.937,22.839,-0.098
nu_5,nu,5,Wake Forest SK,Baylor MP,Neg,18.184,17.931,-0.253,17.263,17.4,0.137
nu_5,nu,5,Dartmouth KR,Western Kentucky IP,Aff,20.291,20.412,0.121,15.177,15.067,-0.11
nu_5,nu,5,Michigan HM,Southern California BM,Neg,21.738,21.643,-0.095,26.03,26.086,0.056
nu_5,nu,5,Oklahoma BW,Harvard FK,Aff,10.538,10.644,0.106,3.972,3.791,-0.18
nu_5,nu,5,Iowa AP,Gonzaga RW,Aff,34.412,34.422,0.01,23.409,23.396,-0.012
nu_5,nu,5,George Mason DG,Kansas AU,Neg,26.882,26.796,-0.086,31.558,31.605,0.047
nu_5,nu,5,Kansas OW,Southern California BR,Aff,33.216,33.258,0.042,28.008,27.964,-0.043
nu_5,nu,5,George Mason WW,Emory GS,Neg,28.126,28.121,-0.005,41.302,41.308,0.006
nu_5,nu,5,Macalester CD,Missouri State HN,Neg,15.436,15.341,-0.094,20.588,20.663,0.075
nu_5,nu,5,Kansas LS,Harvard DS,Aff,38.488,38.508,0.02,29.707,29.688,-0.02
nu_5,nu,5,Emory LY,Michigan BP,Neg,32.909,32.873,-0.036,38.852,38.893,0.041
nu_5,nu,5,Northwestern AT,Emory GM,Neg,32.033,31.915,-0.118,30.895,31.061,0.166
nu_5,nu,5,Emory CF,Kansas State AS,Aff,24.973,25.15,0.176,24.294,24.108,-0.186
nu_5,nu,5,Baylor LL,Cornell LD,Aff,23.516,23.665,0.149,18.365,18.184,-0.182
nu_5,nu,5,Wake Forest PS,Binghamton CK,Neg,29.418,29.351,-0.067,35.22,35.258,0.038
nu_5,nu,5,UC Berkeley BU,CSU Long Beach OM,Neg,28.765,28.737,-0.028,35.837,35.866,0.03
nu_5,nu,5,Michigan CC,Georgetown AC,Neg,30.039,30.009,-0.03,37.132,37.161,0.03
