,Aff,Neg,Win
0,Dartmouth BC,Macalester PK,Neg
1,Georgia IP,West Georgia DK,Aff
2,Kentucky RS,Kansas MR,Neg
3,CSU Long Beach OM,Emory ST,Aff
4,Northwestern PS,Stanford LL,Aff
5,Emory KP,Wake Forest BW,Aff
6,Binghamton TC,Iowa AP,Aff
7,Emory LY,Kentucky AM,Aff
8,Wake Forest BM,Northwestern DR,Neg
9,Dartmouth CG,Michigan SS,Neg
10,Michigan State MM,Georgetown CS,Neg
11,Kansas WW,Michigan BP,Neg
12,George Mason WR,Michigan ES,Neg
13,Kentucky GS,Kansas State AD,Aff
14,NYU MS,Cal State Fullerton AM,Aff
15,UTD KS,Binghamton CN,Aff
16,Emory GY,Texas KN,Aff
17,Kansas WH,Kansas State SS,Aff
18,Southern California BrRe,Michigan State AG,Aff
19,George Mason DF,Trinity PK,Aff
20,UTD KP,Texas AF,Neg
21,Emory MR,Minnesota HH,Aff
22,Kansas LS,Emory CP,Aff
23,Harvard AB,Michigan State JS,Aff
24,James Madison BR,Northwestern AL,Neg
25,Kansas BS,Michigan State GL,Neg
26,Michigan BS,Navy CR,Neg
27,James Madison MO,Houston AK,Neg
28,UC Berkeley MR,Southern California BR,Neg
29,Wake Forest EP,Liberty CL,Neg
30,Samford GP,Baylor LD,Neg
31,Kansas AB,Wake Forest LS,Neg
32,Michigan AO,Binghamton TK,Aff
33,Kansas SH,Wichita State GM,Aff
34,Michigan SG,Northwestern AZ,Aff
35,Iowa BW,Emory FW,Aff
36,Kansas BW,Michigan HL,Aff
37,Dartmouth GR,Southern California CS,Neg
38,Kansas HM,Emory PO,Neg
39,Oklahoma SW,Georgetown PV,Neg
40,Liberty FT,Michigan State AB,Neg
41,Wichita State MW,Western Kentucky FC,Neg
42,Houston DF,Wyoming/Towson CC,Aff
43,Missouri State BK,Gonzaga DW,Neg
44,Southern California ZM,UTD HR,Neg
45,Wake Forest BH,Southern Nazarene YH,Aff
46,Baylor CK,James Madison CP,Neg
47,Western Kentucky SS,Harvard DS,Neg
48,Kansas State SR,Wake Forest SS,Neg
49,Kansas MF,Northwestern HL,Neg
50,Wake Forest DS,North Texas JW,Neg
51,UTD UD,Oklahoma AT,Neg
52,CSU Long Beach EG,Cornell DL,Aff
53,Western Kentucky CS,Cornell BD,Neg
54,West Georgia FK,Oklahoma HD,Aff
55,Emory TW,Baylor LB,Neg
56,Missouri State CR,George Mason RR,Aff
57,Purdue FH,UT San Antonio BW,Neg
58,Kansas LD,Macalester HD,Neg
59,Navy LS,Trinity MB,Neg
60,Harvard FK,Rochester OR,Neg
