,Aff,Neg,Win
0,Georgetown RG,Northwestern MO,Aff
1,North Texas JW,Dartmouth GG,Neg
2,Samford GP,Kansas LS,Neg
3,Wake Forest HS,Binghamton TC,Neg
4,Dartmouth CG,Kansas MR,Neg
5,Wichita State MW,West Georgia DK,Neg
6,Texas AF,Wake Forest LS,Aff
7,Michigan ES,Western Kentucky FC,Aff
8,UTD KS,Emory GH,Neg
9,Oklahoma HD,Western Kentucky SS,Aff
10,Kentucky GS,James Madison BR,Neg
11,Missouri State AB,Emory FW,Neg
12,Kansas LD,Liberty CS,Neg
13,Georgetown PV,Houston AK,Neg
14,George Mason WR,Wake Forest BM,Neg
15,Wake Forest EP,Northwestern AZ,Aff
16,Kansas FS,Michigan State BS,Neg
17,Arizona State SS,Emory MR,Neg
18,Northwestern AL,Michigan State MM,Neg
19,Dartmouth MM,Northwestern RY,Neg
20,Emory KP,Wake Forest CS,Aff
21,Southern California MM,Northwestern DR,Neg
22,Baylor LC,James Madison CP,Aff
23,Dartmouth BJ,Emory CP,Neg
24,Wyoming CH,Texas KN,Neg
25,Kansas BS,James Madison MO,Aff
26,Michigan AL,UTD KP,Neg
27,Michigan BP,Dartmouth CW,Aff
28,Houston KS,Kentucky RS,Neg
29,Western Kentucky CS,Kentucky AE,Neg
30,Dartmouth BC,Emory GY,Aff
31,Baylor DB,Michigan State AG,Aff
32,Wichita State GM,Michigan SS,Neg
33,UTD HR,George Mason DF,Aff
34,Emory RT,Michigan State GL,Neg
35,Kansas HB,Northwestern PS,Neg
36,Indiana SF,Navy CR,Neg
37,Gonzaga DW,Georgetown CS,Aff
38,Michigan ShSi,West Georgia FK,Aff
39,Dartmouth KR,Wayne State MS,Aff
40,Missouri State CN,Kansas MS,Aff
41,CSU Long Beach OM,Indiana FJ,Aff
42,Michigan AO,Kansas WH,Neg
43,Kansas BW,Wake Forest BW,Neg
44,Samford HS,Oklahoma TS,Neg
45,Southern California BrRe,Harvard DS,Neg
46,Kansas AB,George Mason RR,Aff
47,Michigan BS,Emory PO,Neg
48,Wake Forest NS,Harvard FK,Aff
49,Iowa BW,Emory LY,Neg
50,Houston DF,Kansas WW,Neg
51,Michigan State JS,Kentucky AM,Neg
