,Aff,Neg,Win
0,Binghamton TC,Michigan BP,Neg
1,Dartmouth BC,Macalester PK,Neg
2,NYU MS,Kansas MR,Neg
3,Kansas LS,Northwestern DR,Neg
4,CSU Long Beach OM,Emory GH,Neg
5,Wake Forest BM,Texas AF,Aff
6,Michigan State GL,Emory LY,Aff
7,Emory CP,Michigan ES,Neg
