,Aff,Neg,Win
0,Liberty CS,Michigan BP,Neg
1,Rochester OR,Northwestern PS,Neg
2,Iowa BW,Wake Forest LS,Neg
3,Southern California CS,Kansas LS,Neg
4,UTD HR,Kentucky RS,Aff
5,UTD KP,Wichita State GM,Aff
6,Georgetown CS,UTD KS,Aff
7,Cornell DL,Wake Forest CS,Aff
8,Dartmouth BC,Northwestern HL,Aff
9,Dartmouth CG,Indiana FM,Aff
10,Emory GH,Georgetown PV,Aff
11,Emory KP,Stanford LL,Aff
12,Liberty LT,Wake Forest BW,Neg
13,UC Berkeley TB,Houston TY,Aff
14,Michigan SS,Samford PR,Aff
15,Trinity PK,Kansas MR,Neg
16,Northwestern DR,Houston KS,Aff
17,Michigan BD,Iowa AP,Neg
18,James Madison CP,Emory CP,Neg
19,Georgetown GZ,Dartmouth GR,Aff
20,Northwestern AL,Kentucky GS,Neg
21,Michigan ES,Southern California MT,Aff
22,Binghamton TC,UC Berkeley MR,Aff
23,James Madison MO,NYU MS,Neg
24,Binghamton TK,Michigan State MM,Neg
25,Texas AF,Navy LS,Aff
26,Navy CR,Wake Forest BM,Neg
27,Georgia IP,Kansas AB,Neg
28,Harvard GY,James Madison BR,Aff
29,Michigan AO,Kansas WW,Neg
30,Michigan SaSh,Emory LY,Neg
31,Cal State Fullerton MW,Michigan State GL,Neg
32,Emory GY,Dartmouth BJ,Aff
33,CSU Long Beach OM,UC Berkeley US,Aff
34,Binghamton CN,Kansas WH,Neg
35,Kentucky AM,Dartmouth GK,Aff
36,Arizona State SS,Wake Forest EP,Neg
37,Emory MR,Southern California BR,Aff
38,Minnesota UW,George Mason WR,Neg
39,George Mason DF,Wichita State MW,Neg
