,Aff,Neg,Win
0,Iowa AP,Emory GH,Neg
1,CSU Long Beach OM,Wake Forest BM,Neg
2,Binghamton TC,Dartmouth BC,Aff
3,Georgetown CS,Kansas LS,Aff
4,Michigan State GL,Dartmouth CaGu,Neg
5,Macalester PK,Michigan State MM,Aff
6,Northwestern DR,West Georgia DK,Aff
