,Aff,Neg,Win
0,Houston DF,Texas NS,Neg
1,Dartmouth ML,Texas AF,Aff
2,Michigan State GL,Wake Forest BM,Aff
3,Dartmouth BC,Northwestern AL,Aff
4,Southern California BrRe,Kentucky AM,Neg
5,UTD HR,Wake Forest BW,Aff
6,Southern Nazarene BS,Northern Iowa VD,Neg
7,North Texas JW,Indiana FM,Aff
8,Purdue AH,Emory SW,Neg
9,Wichita State GM,Macalester HD,Neg
10,Macalester/Michigan WG,Dartmouth GM,Neg
11,Michigan BP,CSU Long Beach OM,Neg
12,Wake Forest LS,UTD KS,Aff
13,Stanford LL,Michigan ES,Neg
14,Dartmouth KR,James Madison CP,Aff
15,Kansas State AD,Kansas HM,Aff
16,Kansas BP,Michigan DS,Aff
17,UC Berkeley TB,Emory PO,Neg
18,Kansas MR,Macalester PK,Aff
19,Kansas State SR,Arizona State SS,Aff
20,Dartmouth CaGu,Michigan SS,Neg
21,Emory LY,Kansas LS,Neg
22,Binghamton TC,Iowa AP,Aff
23,Emory GH,Southern California BR,Aff
24,Dartmouth CG,Iowa BW,Neg
25,Dartmouth BJ,Minnesota HU,Aff
26,Oklahoma LM,Navy LS,Aff
27,Harvard DS,Kansas HB,Aff
28,Binghamton KR,Iowa KS,Neg
29,Houston AS,Northwestern DR,Neg
30,Liberty CL,Kansas SH,Neg
31,Kansas State SS,Minnesota PW,Neg
32,UTD KP,Houston KY,Aff
33,Southern California MT,Wake Forest HN,Aff
34,Michigan State JS,NYU MS,Aff
35,Kansas SA,George Mason DF,Aff
36,Wake Forest EP,George Mason WR,Aff
37,Harvard AB,Kansas LM,Aff
38,Missouri State BN,Emory FW,Aff
39,Wichita State MW,Michigan State AG,Neg
40,NYU JT,Georgetown PV,Aff
41,Emory CP,Northwestern HL,Aff
42,Harvard FK,Binghamton TP,Aff
43,Kansas WH,West Georgia DK,Neg
44,Baylor LD,Emory MR,Neg
45,Michigan State BS,Emory KP,Aff
46,Michigan State MM,Kansas BW,Aff
47,Kansas WW,Kentucky RS,Neg
48,Michigan AO,Kentucky GS,Neg
49,Georgetown CS,Emory GY,Aff
