,Aff,Neg,Win
0,Kansas MR,Gonzaga DW,Aff
1,Cornell DK,Emory KP,Neg
2,Iowa BW,Northwestern DR,Aff
3,Emory MR,Dartmouth MM,Aff
4,Northwestern PS,Binghamton KR,Aff
5,Dartmouth CaGu,Kentucky AM,Neg
6,Kansas WH,Emory FW,Aff
7,Georgetown CS,Michigan DS,Aff
8,Minnesota HK,Kansas LS,Neg
9,James Madison BR,Emory GH,Neg
10,UC Berkeley TB,Northwestern RY,Aff
11,Binghamton TC,Michigan AO,Aff
12,Michigan State AZ,Emory CP,Neg
13,Michigan State JS,Emory LY,Neg
14,Wake Forest BW,Harvard FK,Aff
15,Wake Forest LS,Emory BS,Neg
16,Northwestern AZ,Iowa AP,Neg
17,Emory OS,Michigan BP,Neg
18,Northwestern AL,Minnesota UW,Aff
19,Michigan State GL,UC Berkeley US,Aff
20,CSU Long Beach EG,NYU MS,Neg
21,Dartmouth BJ,Macalester PK,Neg
22,UC Berkeley MR,Cornell BD,Aff
23,Dartmouth BC,Harvard DS,Neg
24,Emory RT,Michigan ES,Neg
25,James Madison CP,Wake Forest BM,Neg
26,Georgetown PV,Kentucky GS,Neg
27,Kansas WW,Southern Nazarene YH,Aff
28,Michigan SS,Harvard AB,Aff
29,Cal State Fullerton MM,Dartmouth CG,Neg
30,Michigan State BS,CSU Long Beach OM,Neg
31,Texas AF,Cal State Fullerton DR,Aff
32,West Georgia DK,Dartmouth KR,Aff
