,Aff,Neg,Win
0,Harvard AB,Michigan State GL,Neg
1,Kansas MR,Texas AF,Aff
2,Dartmouth CG,Harvard DS,Neg
3,Michigan BP,Iowa BW,Aff
4,Northwestern PS,Kansas LS,Neg
5,Emory LY,Kentucky AM,Neg
6,Emory BS,UC Berkeley MR,Neg
7,Emory CP,CSU Long Beach OM,Aff
8,Wake Forest BM,Emory GH,Neg
9,Dartmouth BC,Northwestern RY,Aff
10,Michigan DS,Wake Forest LS,Neg
11,Northwestern DR,Michigan AO,Aff
12,Binghamton KR,Georgetown CS,Neg
13,Binghamton TC,James Madison BR,Aff
14,James Madison CP,UC Berkeley US,Neg
15,NYU MS,Cornell BD,Aff
16,Michigan State BS,Emory KP,Neg
17,Macalester PK,Dartmouth CaGu,Aff
18,Michigan State JS,Michigan ES,Neg
19,Northwestern AL,Emory OS,Aff
20,Kansas WH,Iowa AP,Aff
21,Michigan SS,Kansas WW,Aff
22,Gonzaga DW,Emory MR,Neg
23,Kentucky GS,UC Berkeley TB,Neg
24,Wake Forest BW,West Georgia DK,Neg
25,Emory RT,Minnesota UW,Aff
26,Emory FW,CSU Long Beach EG,Aff
27,Dartmouth KR,Cornell DK,Aff
28,Dartmouth MM,Michigan State AZ,Neg
29,Northwestern AZ,Harvard FK,Aff
30,Georgetown PV,Minnesota HK,Aff
31,Southern Nazarene YH,Cal State Fullerton MM,Aff
32,Cal State Fullerton DR,Dartmouth BJ,Neg
