,Aff,Neg,Win
0,Dartmouth MM,Samford GP,Neg
1,Michigan BP,Northwestern DR,Aff
2,Wake Forest LS,Kentucky AE,Aff
3,UTD KP,Wichita State MW,Aff
4,Gonzaga DW,Emory GY,Aff
5,Binghamton TC,Kentucky RS,Aff
6,Wake Forest NS,James Madison BR,Neg
7,West Georgia DK,Emory GH,Neg
8,Wichita State GM,Samford HS,Aff
9,Kentucky GS,Houston DF,Aff
10,Wake Forest HS,UTD KS,Aff
11,James Madison CP,Emory PO,Neg
12,Southern California BrRe,Kansas AB,Aff
13,Northwestern PS,Georgetown CS,Neg
14,Emory CP,Northwestern AL,Aff
15,Michigan ES,Dartmouth CW,Neg
16,Georgetown RG,Missouri State CN,Neg
17,West Georgia FK,Wake Forest BW,Neg
18,Houston AK,Michigan State MM,Neg
19,Harvard FK,Emory RT,Neg
20,Liberty CS,Kansas BS,Aff
21,George Mason WR,Dartmouth BC,Neg
22,North Texas JW,Indiana SF,Neg
23,Emory LY,Kansas MR,Neg
24,Kansas BW,Michigan BS,Aff
25,Wyoming CH,James Madison MO,Neg
26,George Mason RR,Arizona State SS,Aff
27,Harvard DS,Southern California MM,Neg
28,Texas KN,George Mason DF,Aff
29,Houston KS,Kansas LD,Aff
30,Texas AF,Wake Forest EP,Neg
31,Kansas WW,Emory KP,Neg
32,Iowa BW,Northwestern MO,Aff
33,Indiana FJ,Missouri State AB,Aff
34,Michigan SS,Dartmouth CG,Aff
35,UTD HR,Michigan State BS,Aff
36,Baylor LC,Michigan State JS,Aff
37,Wake Forest CS,Oklahoma TS,Aff
38,Michigan AL,Michigan State AG,Neg
39,Western Kentucky SS,Dartmouth GG,Neg
40,Navy CR,Wake Forest BM,Neg
41,Kansas MS,Western Kentucky CS,Aff
42,Michigan State GL,Emory MR,Aff
43,Minnesota HH,Baylor DB,Aff
44,Kansas HB,Dartmouth BJ,Aff
45,Northwestern AZ,Oklahoma HD,Aff
46,Northwestern RY,Michigan AO,Neg
47,Emory FW,Western Kentucky FC,Neg
48,Kansas LS,Emory ST,Aff
49,CSU Long Beach OM,Kentucky AM,Aff
50,Michigan State AZ,Kansas FS,Aff
