,Aff,Neg,Win
0,Emory GH,NYU MS,Aff
1,UC Berkeley MR,Kansas MR,Neg
2,Kansas WW,Kentucky AM,Neg
3,Michigan State GL,Dartmouth BC,Aff
4,Georgetown CS,Michigan State MM,Aff
5,Stanford LL,CSU Long Beach OM,Neg
6,Kansas LS,Southern California BR,Aff
7,UC Berkeley US,Michigan SS,Neg
8,Emory CP,Iowa AP,Aff
9,UTD HR,Emory LY,Neg
10,Emory MR,Texas AF,Neg
11,Emory GY,Michigan BP,Aff
12,Wake Forest BM,Northwestern PS,Neg
13,Georgia IP,Northwestern DR,Neg
14,Wake Forest LS,UTD KS,Aff
15,Trinity PK,Michigan AO,Neg
16,Binghamton TC,Wichita State GM,Aff
17,Southern California MT,Wake Forest BW,Neg
18,Liberty CS,Kentucky RS,Neg
19,Navy CR,Emory KP,Neg
20,Michigan ES,Samford PR,Aff
21,Southern California CS,UTD KP,Neg
22,Harvard GY,Wichita State MW,Aff
23,George Mason WR,Gonzaga DW,Aff
24,Northwestern AL,Wake Forest EP,Neg
25,James Madison CP,Kansas WH,Neg
26,UC Berkeley TB,Georgetown PV,Aff
27,Rochester OR,Michigan SaSh,Neg
28,James Madison MO,Houston KS,Aff
29,Houston TY,Georgetown GZ,Neg
30,Dartmouth GK,Kansas AB,Aff
31,Dartmouth GR,Michigan BD,Aff
32,James Madison BR,George Mason DF,Aff
33,Iowa BW,Minnesota UW,Aff
34,Binghamton TK,Cal State Fullerton MW,Neg
35,Dartmouth CG,Kentucky GS,Neg
36,Dartmouth BJ,Arizona State SS,Aff
37,Cornell DL,Liberty LT,Neg
38,Navy LS,Binghamton CN,Neg
39,Indiana FM,Wake Forest CS,Neg
