,Aff,Neg,Win
0,Kansas MR,UC Berkeley TB,Aff
1,Wake Forest LS,Harvard GY,Neg
2,Dartmouth BC,Kansas HP,Aff
3,Northwestern PS,Michigan BP,Neg
4,Binghamton TC,Kentucky AM,Neg
5,Emory LY,Georgetown CW,Neg
6,Emory GH,Kansas WH,Aff
7,Wake Forest BM,Kansas LS,Aff
