,Aff,Neg,Win
0,NYU MS,Dartmouth CaGu,Neg
1,Kansas SH,Dartmouth BC,Neg
2,Iowa KS,Harvard DS,Neg
3,Kansas LS,Michigan State GL,Aff
4,Georgetown PV,Wichita State MW,Aff
5,Texas AF,Kansas BP,Aff
6,Emory PO,Stanford LL,Neg
7,Kansas HB,Houston DF,Neg
8,Kansas BW,Emory CP,Neg
9,CSU Long Beach OM,Kansas MR,Neg
10,Emory MR,Michigan BP,Neg
11,Wake Forest BM,Michigan State BS,Aff
12,Kentucky GS,Harvard AB,Neg
13,Iowa BW,Baylor LD,Neg
14,Michigan SS,Emory LY,Neg
15,Arizona State SS,Purdue AH,Neg
16,Minnesota PW,Liberty CL,Aff
17,Michigan DS,Oklahoma LM,Aff
18,Wake Forest BW,Missouri State BN,Aff
19,George Mason WR,NYU JT,Aff
20,Emory FW,Kansas State AD,Aff
21,Macalester HD,North Texas JW,Neg
22,UTD KS,Michigan AO,Aff
23,Kentucky AM,Georgetown CS,Aff
24,Iowa AP,Kansas SA,Neg
25,Michigan ES,Emory GH,Neg
26,Northern Iowa VD,Dartmouth CG,Neg
27,Binghamton TP,Southern Nazarene BS,Neg
28,Northwestern DR,Dartmouth ML,Aff
29,Dartmouth GM,Kansas WH,Neg
30,Kansas LM,Kansas State SS,Aff
31,Emory SW,Southern California MT,Aff
32,Houston KY,Dartmouth KR,Aff
33,Emory KP,Wake Forest LS,Aff
34,Emory GY,Michigan State JS,Aff
35,Kentucky RS,Southern California BrRe,Aff
36,Michigan State AG,Dartmouth BJ,Neg
37,Indiana FM,Macalester/Michigan WG,Neg
38,Wake Forest HN,UC Berkeley TB,Neg
39,West Georgia DK,Michigan State MM,Neg
40,Minnesota HU,Binghamton KR,Neg
41,Kansas HM,Wichita State GM,Neg
42,James Madison CP,Kansas WW,Neg
43,Southern California BR,UTD KP,Neg
44,Macalester PK,Binghamton TC,Neg
45,Northwestern HL,Samford GP,Neg
46,Navy LS,Kansas State SR,Aff
47,Kansas EM,Harvard FK,Neg
48,Northwestern AL,UTD HR,Aff
49,George Mason DF,Wake Forest EP,Aff
50,Texas NS,Houston AS,Neg
