,Aff,Neg,Win
0,Michigan BP,Emory GH,Neg
1,Kansas MR,Northwestern PS,Aff
2,Kentucky AM,Binghamton TC,Aff
3,NYU MS,Michigan SS,Neg
4,Wake Forest LS,CSU Long Beach OM,Neg
5,Kansas LS,Emory LY,Neg
6,Dartmouth BC,Michigan State GL,Aff
7,Georgetown CS,Northwestern DR,Neg
