,Aff,Neg,Win
0,Kentucky GS,Liberty CS,Aff
1,Arizona State SS,Cornell DL,Aff
2,Binghamton CN,Emory GH,Neg
3,Texas AF,Michigan ES,Neg
4,Kansas WH,UTD HR,Neg
5,UTD KP,Iowa BW,Aff
6,UTD KS,Stanford LL,Aff
7,Wake Forest CS,Dartmouth CG,Aff
8,Kansas MR,Georgetown CS,Aff
9,NYU MS,Emory GY,Aff
10,CSU Long Beach OM,George Mason WR,Aff
11,Dartmouth BC,Harvard GY,Aff
12,Michigan State MM,Wake Forest LS,Neg
13,Emory LY,UC Berkeley MR,Aff
14,Michigan SS,Emory CP,Aff
15,Northwestern DR,Kansas WW,Aff
16,Kentucky AM,Michigan State GL,Aff
17,Michigan BP,Dartmouth GR,Aff
18,Wake Forest BW,Trinity PK,Aff
19,Michigan AO,Southern California MT,Aff
20,Iowa AP,UC Berkeley US,Neg
21,Southern California BR,Georgia IP,Aff
22,Kentucky RS,Wake Forest BM,Aff
23,Emory KP,Binghamton TC,Neg
24,Wake Forest EP,Emory MR,Aff
25,Gonzaga DW,Dartmouth GK,Neg
26,Wichita State MW,Navy CR,Aff
27,Georgetown GZ,James Madison BR,Neg
28,Samford PR,James Madison MO,Aff
29,Michigan SaSh,Northwestern AL,Neg
30,Cal State Fullerton MW,Southern California CS,Neg
31,Wichita State GM,UC Berkeley TB,Neg
32,Houston KS,James Madison CP,Neg
33,Michigan BD,Indiana FM,Aff
34,Northwestern PS,Kansas LS,Neg
35,Minnesota UW,Houston TY,Neg
36,George Mason DF,Dartmouth BJ,Aff
37,Kansas AB,Rochester OR,Aff
38,Georgetown PV,Binghamton TK,Neg
39,Liberty LT,Navy LS,Neg
