,Aff,Neg,Win
0,UTD KP,Emory CP,Aff
1,Western Kentucky CS,Iowa BW,Neg
2,Wake Forest CS,Emory MR,Neg
3,Northwestern PS,Michigan ES,Aff
4,Michigan SG,Binghamton TC,Neg
5,George Mason DF,UC Berkeley TB,Neg
6,Macalester DD,Wake Forest BH,Neg
7,Dartmouth CW,Kansas LS,Neg
8,Wichita State GM,Baylor LP,Aff
9,Southern California BrRe,Macalester HK,Neg
10,Missouri State CT,Southern California ZM,Neg
11,Harvard AB,Indiana FM,Aff
12,Houston DF,Emory SW,Neg
13,Northwestern AL,Emory FW,Aff
14,Michigan State MM,Georgetown RS,Neg
15,UTD HR,Dartmouth MM,Aff
16,Wake Forest LS,Houston TY,Neg
17,Dartmouth BJ,Missouri State BG,Aff
18,Southern California/UC Berkeley OM,Michigan AO,Aff
19,Georgetown CW,Georgia IP,Aff
20,Emory GY,Kentucky AM,Neg
21,Kansas FS,Baylor KB,Aff
22,Michigan BH,Trinity KM,Neg
23,Kansas MR,NYU MS,Aff
24,Michigan DS,Emory ST,Neg
25,Kansas WH,Iowa AP,Neg
26,George Mason WR,Emory LY,Neg
27,Gonzaga DW,Michigan State AZ,Aff
28,Baylor LC,Northwestern DR,Neg
29,Emory RT,Wichita State MW,Neg
30,Missouri State CN,Dartmouth CG,Neg
31,Michigan State GL,Houston AK,Neg
32,Kentucky GS,UC Berkeley MR,Neg
33,Kansas BW,Missouri State BK,Aff
34,Trinity PW,Michigan ShSi,Neg
35,Emory KP,Southern California CS,Aff
36,Wake Forest EP,Kansas HP,Neg
37,Southern Nazarene YH,Georgetown/American University (Policy Debate) VY,Aff
38,North Texas JW,Emory BS,Aff
39,Dartmouth BC,Michigan State BS,Aff
40,Southern California BR,Michigan BP,Neg
41,Gonzaga RW,Western Kentucky FC,Aff
42,Dartmouth KR,Southern California LK,Aff
43,Harvard GY,Kansas WW,Aff
44,UTD KS,Emory GH,Neg
45,Wake Forest DS,Western Kentucky SS,Neg
46,Houston KS,Michigan State JS,Neg
47,Wake Forest BM,Emory PO,Aff
48,Texas AF,CSU Long Beach OM,Neg
49,Kansas BS,Cal State Fullerton AM,Neg
50,Michigan SS,West Georgia DK,Aff
51,Oklahoma AW,Cal State Fullerton MW,Neg
