,Aff,Neg,Win
0,UTD KP,Southern California BrRe,Aff
1,Kansas BS,Iowa BW,Aff
2,Georgetown CW,Wake Forest CS,Aff
3,Northwestern PS,Wake Forest BM,Aff
4,Emory MR,Binghamton TC,Neg
5,Oklahoma DT,Kentucky GS,Neg
6,Kansas LS,Michigan BH,Aff
7,CSU Long Beach OM,Michigan State AZ,Aff
8,Emory GH,Kentucky AM,Aff
9,Harvard GY,Emory LY,Aff
10,Michigan SS,Dartmouth BC,Neg
11,Kansas MR,Georgetown RS,Aff
12,Southern California LK,Macalester DD,Aff
13,Emory PO,Wake Forest DS,Aff
14,Emory GY,Southern California BR,Aff
15,Houston AK,Dartmouth CG,Aff
16,Kansas WW,Northwestern AL,Aff
17,Georgia IP,George Mason WR,Aff
18,Emory CP,Macalester HK,Neg
19,Gonzaga RW,Emory KP,Aff
20,Michigan State JS,Emory ST,Neg
21,UTD HR,Iowa AP,Aff
22,Michigan ES,UC Berkeley TB,Neg
23,West Georgia DK,UTD KS,Neg
24,Missouri State CN,Michigan State MM,Neg
25,Michigan SG,Texas AF,Neg
26,Kansas BW,Dartmouth CW,Neg
27,Kansas HP,Michigan State GL,Neg
28,UC Berkeley MR,Kansas WH,Neg
29,Houston TY,Michigan State BS,Aff
30,Gonzaga DW,Northwestern DR,Neg
31,Harvard AB,Michigan BP,Neg
32,NYU MS,Western Kentucky CS,Aff
33,Western Kentucky FC,Southern California ZM,Aff
34,Wake Forest EP,Southern Nazarene YH,Aff
35,Wichita State GM,Michigan DS,Neg
36,North Texas JW,Western Kentucky SS,Neg
37,Trinity PW,Wichita State MW,Aff
38,Emory SW,Michigan ShSi,Neg
39,Houston KS,Michigan AO,Neg
40,Southern California CS,Wake Forest LS,Neg
41,Kansas FS,Dartmouth KR,Neg
42,Emory RT,Dartmouth BJ,Neg
43,George Mason DF,Wake Forest BH,Aff
44,Baylor KB,Cal State Fullerton AM,Aff
45,Baylor LP,Oklahoma AW,Neg
46,Houston DF,Southern California/UC Berkeley OM,Aff
47,Missouri State CT,Trinity KM,Neg
48,Indiana FM,Baylor LC,Neg
49,Missouri State BK,Cal State Fullerton MW,Aff
50,Emory FW,Missouri State BG,Aff
51,Emory BS,Dartmouth MM,Aff
