,Aff,Neg,Win
0,Liberty CL,Baylor CK,Aff
1,Trinity PK,Cornell BD,Aff
2,Michigan BS,Dartmouth BC,Neg
3,George Mason WR,Dartmouth CG,Neg
4,Cornell DL,Emory CL,Neg
5,UTD HR,Emory CP,Neg
6,Wake Forest DS,Emory FW,Neg
7,Iowa BW,Emory LY,Neg
8,UTD KS,Emory MR,Aff
9,Oklahoma HD,Emory PO,Neg
10,Rochester OR,Emory TW,Neg
11,Southern California BrRe,Georgetown CS,Neg
12,Houston AK,Georgia IP,Aff
13,Binghamton TC,Harvard AB,Aff
14,Dartmouth GR,Harvard FK,Aff
15,Emory GH,Houston DF,Aff
16,Binghamton CN,Georgetown PV,Neg
17,Michigan BP,James Madison BR,Aff
18,Minnesota HH,James Madison CP,Aff
19,Navy LS,Kansas AB,Neg
20,Emory GY,Kansas BS,Aff
21,Oklahoma AT,Kansas BW,Neg
22,Wake Forest BH,Kansas HM,Neg
23,Samford GP,Kansas LD,Aff
24,Gonzaga DW,Kansas LS,Neg
25,Southern California BR,Kansas MR,Neg
26,Iowa AP,Kansas SH,Aff
27,Western Kentucky FC,Kansas State SR,Aff
28,Emory KP,Kansas WW,Aff
29,Michigan SG,Kentucky AM,Neg
30,Macalester PK,Kentucky GS,Aff
31,CSU Long Beach OM,Liberty FT,Aff
32,Wichita State GM,Macalester HD,Neg
33,Wake Forest BM,Michigan AO,Aff
34,Wake Forest EP,Michigan ES,Neg
35,George Mason RR,Michigan HL,Neg
36,Emory ST,Michigan SS,Neg
37,Kansas MF,Michigan State AB,Neg
38,Missouri State CR,Michigan State AG,Neg
39,Kansas WH,Michigan State MM,Neg
40,Binghamton TK,Missouri State BK,Aff
41,UT San Antonio BW,Navy CR,Neg
42,Baylor LB,North Texas JW,Neg
43,Western Kentucky CS,Northwestern AZ,Neg
44,James Madison MO,Northwestern HL,Aff
45,Southern California ZM,Oklahoma SW,Neg
46,George Mason DF,Purdue FH,Aff
47,Northwestern DR,Southern California CS,Aff
48,Michigan State JS,Southern Nazarene YH,Aff
49,Michigan State GL,Stanford LL,Neg
50,West Georgia DK,Texas AF,Aff
51,Harvard DS,Trinity MB,Aff
52,Kentucky RS,UC Berkeley TB,Neg
53,NYU MS,UC Berkeley MR,Aff
54,Texas KN,UTD UD,Neg
55,Baylor LD,UTD KP,Aff
56,Northwestern AL,Wake Forest LS,Neg
57,Kansas State AD,Wake Forest SS,Neg
58,Wake Forest BW,West Georgia FK,Aff
59,CSU Long Beach EG,Western Kentucky SS,Aff
60,Kansas State SS,Wichita State MW,Neg
61,Cal State Fullerton AM,Wyoming/Towson CC,Neg
