,Aff,Neg,Win
0,Navy CR,Kansas WH,Neg
1,Iowa KS,UTD KS,Neg
2,Kansas BP,Kansas State AD,Neg
3,Emory FW,Kansas HB,Aff
4,Kentucky GS,Michigan State GL,Neg
5,Wake Forest HN,Wichita State MW,Aff
6,North Texas JW,Stanford LL,Neg
7,Southern California MT,Emory CP,Neg
8,Indiana FM,NYU JT,Neg
9,Arizona State SS,Georgetown PV,Neg
10,Kansas SA,Texas AF,Aff
11,Texas NS,Macalester/Michigan WG,Aff
12,Purdue AH,Michigan State AG,Aff
13,Emory SW,Wake Forest EP,Neg
14,Kansas WW,Emory GY,Neg
15,Emory GH,James Madison MO,Aff
16,Dartmouth GM,Liberty CL,Neg
17,Dartmouth CaGu,George Mason WR,Neg
18,Houston DF,Michigan ES,Neg
19,Michigan State MM,Wake Forest LS,Aff
20,Minnesota HU,Kansas HM,Aff
21,Harvard DS,Emory RT,Aff
22,Kentucky AM,Binghamton KR,Aff
23,CSU Long Beach OM,Emory MR,Aff
24,Dartmouth KR,Southern California BR,Neg
25,Kansas LM,Kansas State SR,Aff
26,Emory KP,Kansas LS,Neg
27,Michigan State JS,Georgetown CS,Neg
28,Kansas EM,George Mason DF,Neg
29,Harvard FK,Dartmouth BJ,Neg
30,Houston KY,Michigan BP,Neg
31,Northwestern HL,Dartmouth CG,Neg
32,Binghamton TP,Dartmouth ML,Neg
33,Wake Forest BW,Michigan AO,Aff
34,West Georgia DK,Binghamton TC,Neg
35,Macalester PK,Harvard AB,Aff
36,Iowa AP,Michigan State BS,Aff
37,Northwestern DR,Baylor LD,Aff
38,Michigan SS,Navy LS,Aff
39,Kansas BW,Northwestern AL,Neg
40,Kentucky RS,Kansas State SS,Aff
41,NYU MS,Northern Iowa VD,Aff
42,Dartmouth BC,Wake Forest BM,Neg
43,UTD HR,Emory PO,Aff
44,James Madison CP,Macalester HD,Neg
45,Michigan DS,Wichita State GM,Aff
46,Southern Nazarene BS,Samford GP,Neg
47,Kansas MR,Minnesota PW,Aff
48,UTD KP,Southern California BrRe,Neg
49,Iowa BW,Houston AS,Neg
50,Oklahoma LM,James Madison BR,Neg
51,Kansas SH,Emory LY,Aff
