,Aff,Neg,Win
0,Liberty LT,Binghamton CN,Aff
1,Northwestern PS,Liberty CS,Aff
2,Georgetown PV,Iowa BW,Neg
3,Kansas WW,Iowa AP,Aff
4,UTD HR,Michigan SS,Neg
5,UTD KP,George Mason WR,Aff
6,Michigan State MM,UTD KS,Aff
7,Kansas AB,Wake Forest CS,Aff
8,Michigan State GL,Kansas MR,Neg
9,Emory GH,Kentucky AM,Aff
10,NYU MS,Dartmouth BC,Aff
11,CSU Long Beach OM,Wake Forest BW,Aff
12,Minnesota UW,Dartmouth BJ,Aff
13,Emory MR,UC Berkeley MR,Neg
14,Michigan BP,Emory CP,Neg
15,Michigan AO,Emory LY,Neg
16,Binghamton TC,Southern California MT,Neg
17,James Madison BR,Northwestern DR,Neg
18,Wake Forest BM,Kentucky GS,Aff
19,Navy CR,Wake Forest LS,Neg
20,UC Berkeley TB,Wichita State MW,Neg
21,James Madison MO,Emory GY,Neg
22,Samford PR,Northwestern AL,Neg
23,Kentucky RS,Michigan ES,Neg
24,Michigan SaSh,Southern California BR,Neg
25,Binghamton TK,James Madison CP,Neg
26,Dartmouth GK,Kansas WH,Neg
27,Texas AF,Harvard GY,Aff
28,Wake Forest EP,Georgetown GZ,Aff
29,Northwestern HL,Southern California CS,Neg
30,Gonzaga DW,Emory KP,Aff
31,Rochester OR,Cal State Fullerton MW,Aff
32,Dartmouth CG,Trinity PK,Neg
33,Houston KS,Wichita State GM,Neg
34,Kansas LS,Georgia IP,Aff
35,UC Berkeley US,Georgetown CS,Neg
36,Michigan BD,George Mason DF,Aff
37,Dartmouth GR,Cornell DL,Aff
38,Houston TY,Stanford LL,Neg
39,Indiana FM,Navy LS,Neg
