,Aff,Neg,Win
0,Kentucky AM,Macalester PK,Aff
1,Binghamton TC,Emory LY,Aff
2,Kansas MR,Emory KP,Aff
3,Michigan State MM,Northwestern DR,Neg
4,Michigan BP,Michigan State GL,Aff
5,West Georgia DK,Georgetown CS,Neg
6,Dartmouth BC,Michigan SS,Aff
7,Wake Forest BM,Northwestern PS,Neg
