,Aff,Neg,Win
0,Kansas MR,Kentucky AM,Aff
1,Michigan BP,Harvard DS,Aff
2,Kansas LS,Emory GH,Neg
3,Emory CP,Kansas WW,Aff
4,Northwestern DR,Gonzaga DW,Aff
5,CSU Long Beach OM,UC Berkeley TB,Aff
6,Iowa BW,NYU MS,Neg
7,Wake Forest LS,Emory MR,Neg
8,West Georgia DK,Dartmouth BC,Neg
9,Emory KP,Wake Forest BM,Neg
10,Emory BS,Michigan SS,Neg
11,Texas AF,UC Berkeley MR,Neg
12,Northwestern PS,Macalester PK,Aff
13,Michigan ES,Binghamton TC,Aff
14,Wake Forest BW,Michigan State GL,Neg
15,Michigan State BS,Georgetown CS,Neg
16,Michigan DS,Emory LY,Neg
17,Dartmouth CG,Michigan State JS,Neg
18,UC Berkeley US,Georgetown PV,Aff
19,Dartmouth CaGu,James Madison CP,Aff
20,Kentucky GS,Emory RT,Aff
21,Binghamton KR,Dartmouth BJ,Aff
22,Dartmouth KR,Harvard AB,Neg
23,Michigan AO,Northwestern AL,Neg
24,Emory OS,Iowa AP,Neg
25,Emory FW,James Madison BR,Neg
26,Cal State Fullerton MM,Kansas WH,Neg
27,CSU Long Beach EG,Cornell DK,Neg
28,Southern Nazarene YH,Dartmouth MM,Aff
29,Cornell BD,Northwestern AZ,Neg
30,Minnesota UW,Cal State Fullerton DR,Aff
31,Minnesota HK,Harvard FK,Aff
