,Aff,Neg,Win
0,Dartmouth CW,Kansas LS,Neg
1,Wichita State MW,Georgetown PV,Neg
2,Emory GY,Wake Forest HS,Aff
3,James Madison MO,Dartmouth KR,Neg
4,Dartmouth BJ,Indiana FJ,Neg
5,Baylor DB,James Madison CP,Neg
6,Wake Forest BW,Liberty CS,Aff
7,Missouri State AB,Western Kentucky SS,Neg
8,Michigan State JS,West Georgia DK,Neg
9,Emory KP,UTD KP,Aff
10,Emory GH,Michigan State GL,Neg
11,Dartmouth CG,Texas KN,Aff
12,Arizona State SS,Northwestern RY,Aff
13,Western Kentucky CS,Michigan AL,Aff
14,Kansas BS,Wake Forest NS,Aff
15,Kentucky AE,Navy CR,Neg
16,Oklahoma HD,Harvard FK,Aff
17,Kansas WH,Kentucky GS,Neg
18,UTD KS,Kansas MS,Aff
19,Houston DF,George Mason RR,Aff
20,Emory MR,Michigan SS,Aff
21,Emory PO,Kansas BW,Aff
22,Dartmouth GG,Michigan ES,Neg
23,Kentucky RS,Iowa BW,Neg
24,George Mason DF,Northwestern AZ,Aff
25,Northwestern MO,Wake Forest CS,Aff
26,Kansas MR,Michigan BP,Aff
27,Wake Forest EP,Emory LY,Neg
28,Northwestern AL,Southern California BrRe,Aff
29,Michigan AO,West Georgia FK,Neg
30,Western Kentucky FC,Wake Forest LS,Neg
31,Kansas AB,Michigan State AZ,Aff
32,James Madison BR,Kansas WW,Neg
33,Michigan State BS,Emory FW,Aff
34,Samford GP,Georgetown RG,Neg
35,Michigan State MM,CSU Long Beach OM,Aff
36,Missouri State CN,Texas AF,Neg
37,Kansas LD,Wyoming CH,Neg
38,Kentucky AM,Gonzaga DW,Aff
39,Emory ST,Binghamton TC,Neg
40,Indiana SF,Dartmouth MM,Aff
41,Dartmouth BC,Baylor LC,Aff
42,Southern California MM,Houston AK,Neg
43,Emory RT,Northwestern PS,Neg
44,Oklahoma TS,Kansas HB,Neg
45,Georgetown CS,UTD HR,Aff
46,Michigan BS,Houston KS,Aff
47,Wake Forest BM,Minnesota HH,Neg
48,Michigan State AG,Harvard DS,Neg
49,Northwestern DR,Emory CP,Neg
50,Samford HS,North Texas JW,Neg
51,Michigan ShSi,George Mason WR,Neg
52,Kansas FS,Wichita State GM,Neg
