,Aff,Neg,Win
0,Indiana FJ,Iowa BW,Neg
1,Wake Forest LS,Samford HS,Aff
2,Michigan State GL,Michigan BS,Aff
3,Northwestern PS,CSU Long Beach OM,Neg
4,Binghamton TC,Kansas BW,Neg
5,George Mason DF,Emory RT,Aff
6,Emory LY,Michigan State AZ,Aff
7,Texas KN,Wake Forest HS,Neg
8,Kansas WH,Missouri State CN,Aff
9,Kansas MS,Michigan AO,Neg
10,Kansas LS,Michigan HS,Aff
11,West Georgia DK,Dartmouth KR,Aff
12,Minnesota HH,Wichita State MW,Aff
13,Georgetown CS,North Texas JW,Aff
14,Wayne State MS,Gonzaga DW,Neg
15,West Georgia FK,Kansas HB,Aff
16,UTD KP,Michigan ShSi,Aff
17,Emory GY,Baylor DB,Aff
18,Dartmouth GG,George Mason WR,Neg
19,Emory PO,UTD HR,Neg
20,Emory CP,Kansas AB,Aff
21,Michigan SS,Southern California BrRe,Aff
22,Wake Forest BW,Wichita State GM,Aff
23,George Mason RR,Dartmouth BC,Neg
24,Dartmouth CW,Wake Forest NS,Aff
25,Harvard FK,Michigan BP,Neg
26,Northwestern DR,Kansas BS,Aff
27,Harvard DS,Michigan AL,Aff
28,Liberty CS,Dartmouth BJ,Aff
29,Michigan State MM,Kansas LD,Neg
30,Emory MR,Baylor LC,Aff
31,James Madison MO,Southern California MM,Aff
32,Michigan State AG,Emory KP,Neg
33,James Madison CP,Arizona State SS,Aff
34,Kansas WW,Houston KS,Aff
35,Michigan State BS,Wake Forest EP,Neg
36,James Madison BR,Kansas FS,Aff
37,Western Kentucky SS,Dartmouth CG,Neg
38,Northwestern AZ,Georgetown PV,Neg
39,Northwestern RY,Emory ST,Neg
40,Kansas MR,Oklahoma HD,Aff
41,Houston AK,Kentucky GS,Aff
42,Western Kentucky FC,Missouri State AB,Aff
43,Navy CR,UTD KS,Neg
44,Emory GH,Indiana SF,Aff
45,Emory FW,Michigan ES,Neg
46,Kentucky AE,Northwestern AL,Neg
47,Northwestern MO,Michigan State JS,Neg
48,Kentucky RS,Houston DF,Neg
49,Wake Forest BM,Wyoming CH,Aff
50,Oklahoma TS,Texas AF,Neg
51,Kentucky AM,Georgetown RG,Aff
