,Aff,Neg,Win
0,UTD KP,Kansas MR,Neg
1,Northwestern DR,Michigan State GL,Aff
2,Emory GH,Kansas LS,Aff
3,Michigan BP,Emory LY,Neg
4,Emory CP,Kentucky AM,Neg
5,Kentucky GS,Emory KP,Aff
6,Binghamton TC,Georgetown CS,Aff
7,Dartmouth BC,Michigan State MM,Aff
