,Aff,Neg,Win
0,Kansas MR,Northwestern DR,Aff
1,Emory GH,Macalester PK,Aff
2,Dartmouth CaGu,Wake Forest BM,Neg
3,Georgetown CS,Binghamton TC,Neg
