,Aff,Neg,Win
0,UC Berkeley TB,Northwestern DR,Neg
1,Dartmouth CaGu,Michigan BP,Neg
2,Dartmouth BC,Kansas WH,Aff
3,NYU MS,Michigan SS,Aff
4,Macalester PK,Northwestern PS,Aff
5,Wake Forest BW,Emory GH,Neg
6,Texas AF,Wake Forest LS,Aff
7,Michigan State GL,Iowa AP,Aff
8,Kansas LS,Harvard DS,Aff
9,Michigan ES,Kentucky AM,Aff
10,Emory CP,UC Berkeley MR,Aff
11,Binghamton TC,Emory MR,Aff
12,Georgetown CS,Wake Forest BM,Neg
13,West Georgia DK,CSU Long Beach OM,Neg
