,Aff,Neg,Win
0,Houston AS,Kansas MR,Neg
1,Harvard DS,Emory GH,Neg
2,Michigan State JS,CSU Long Beach OM,Neg
3,Binghamton TC,Emory CP,Aff
4,Michigan BP,Dartmouth CaGu,Neg
5,George Mason DF,Macalester PK,Neg
6,Northwestern DR,Michigan ES,Aff
7,Kentucky AM,West Georgia DK,Neg
8,Michigan State MM,Emory KP,Aff
9,Kansas SH,Michigan State GL,Neg
10,Georgetown CS,Stanford LL,Aff
11,Dartmouth BC,Michigan SS,Aff
12,Baylor LD,Wake Forest BM,Neg
13,Iowa AP,Emory LY,Aff
14,Kansas SA,Emory GY,Aff
