,Aff,Neg,Win
0,Macalester PK,Emory ST,Aff
1,Stanford LL,Binghamton TC,Neg
2,Kansas MR,Navy CR,Aff
3,Houston AK,Northwestern DR,Neg
4,Michigan BP,Wake Forest BW,Aff
5,CSU Long Beach OM,West Georgia DK,Neg
6,Northwestern PS,Kansas WH,Aff
7,Kentucky RS,Dartmouth BC,Neg
8,Georgetown CS,Liberty CL,Aff
9,Michigan State GL,Southern California BR,Aff
10,NYU MS,Michigan State MM,Neg
11,Emory KP,UTD KS,Aff
12,Georgia IP,Kentucky AM,Neg
