,Aff,Neg,Win
0,NYU MS,Wake Forest BW,Aff
1,Houston DF,Northern Iowa VD,Aff
2,Kansas WH,Wake Forest BM,Neg
3,Emory PO,Kentucky RS,Aff
4,Missouri State BN,Southern California BrRe,Neg
5,North Texas JW,Minnesota PW,Neg
6,Michigan State AG,Emory RT,Aff
7,Binghamton TP,Oklahoma LM,Neg
8,Emory FW,Navy LS,Aff
9,Texas AF,Emory GY,Neg
10,Southern California BR,Dartmouth ML,Aff
11,Northwestern AL,Dartmouth BJ,Aff
12,Dartmouth BC,Emory MR,Neg
13,Kansas HM,James Madison CP,Neg
14,UC Berkeley TB,UTD KP,Aff
15,Wichita State GM,Harvard AB,Neg
16,Macalester/Michigan WG,NYU JT,Aff
17,Dartmouth KR,Liberty CL,Neg
18,Kansas State SS,Binghamton KR,Neg
19,Indiana FM,Kansas WW,Neg
20,Wichita State MW,Iowa BW,Neg
21,Kansas State SR,Emory SW,Neg
22,Harvard DS,Michigan BP,Neg
23,Georgetown CS,Emory CP,Aff
24,Michigan SS,Emory KP,Aff
25,Iowa AP,Houston AS,Aff
26,Kansas BP,Southern California MT,Neg
27,Michigan State GL,Texas NS,Aff
28,Samford GP,Purdue AH,Aff
29,Michigan ES,Michigan State MM,Neg
30,Minnesota HU,Dartmouth GM,Aff
31,UTD KS,Kansas LM,Neg
32,George Mason DF,Wake Forest LS,Aff
33,Wake Forest HN,Kansas HB,Neg
34,Iowa KS,Dartmouth CG,Neg
35,Dartmouth CaGu,Michigan DS,Aff
36,Kansas SA,Macalester PK,Neg
37,Georgetown PV,Kansas State AD,Aff
38,Kansas LS,Northwestern DR,Aff
39,Michigan AO,Houston KY,Neg
40,Navy CR,George Mason WR,Neg
41,West Georgia DK,Michigan State JS,Neg
42,Arizona State SS,Harvard FK,Aff
43,Binghamton TC,CSU Long Beach OM,Neg
44,Kansas SH,Kentucky GS,Aff
45,Northwestern HL,Baylor LD,Neg
46,Michigan State BS,Kentucky AM,Aff
47,Macalester HD,UTD HR,Neg
48,Kansas EM,Southern Nazarene BS,Neg
49,Kansas MR,Emory GH,Aff
50,Emory LY,Stanford LL,Aff
