,Aff,Neg,Win
0,Emory KP,Kansas MR,Neg
1,Gonzaga DW,Cornell DK,Aff
2,Emory FW,Dartmouth CaGu,Neg
3,Kentucky AM,Kansas WH,Aff
4,Kansas LS,Georgetown CS,Aff
5,Michigan DS,Minnesota HK,Aff
6,Northwestern RY,James Madison BR,Neg
7,Emory GH,UC Berkeley TB,Aff
8,Emory CP,Binghamton TC,Aff
9,Michigan AO,Michigan State AZ,Aff
10,Harvard FK,Michigan State JS,Neg
11,Emory LY,Wake Forest BW,Aff
12,Iowa AP,Wake Forest LS,Neg
13,Emory BS,Northwestern AZ,Aff
14,Minnesota UW,Emory OS,Neg
15,Michigan BP,Northwestern AL,Aff
16,NYU MS,Michigan State GL,Neg
17,UC Berkeley US,CSU Long Beach EG,Aff
18,Cornell BD,Dartmouth BJ,Aff
19,Macalester PK,UC Berkeley MR,Neg
20,Michigan ES,Dartmouth BC,Neg
21,Harvard DS,Emory RT,Aff
22,Dartmouth MM,James Madison CP,Neg
23,Wake Forest BM,Emory MR,Aff
24,Kentucky GS,Northwestern PS,Neg
25,Binghamton KR,Georgetown PV,Aff
26,Southern Nazarene YH,Iowa BW,Neg
27,Northwestern DR,Kansas WW,Aff
28,Dartmouth CG,Michigan SS,Aff
29,Harvard AB,Cal State Fullerton MM,Aff
30,Cal State Fullerton DR,Michigan State BS,Neg
31,Dartmouth KR,Texas AF,Neg
32,CSU Long Beach OM,West Georgia DK,Aff
