,Aff,Neg,Win
0,Southern California BrRe,Wake Forest LS,Neg
1,Northwestern DR,Emory KP,Aff
2,Georgetown CS,Northwestern PS,Neg
3,Iowa BW,North Texas JW,Aff
4,Liberty CL,Kentucky GS,Aff
5,Kansas State SS,Northwestern HL,Neg
6,Macalester PK,Kansas MR,Aff
7,Baylor LD,Houston AK,Neg
8,Dartmouth BC,Michigan State GL,Neg
9,Kansas MF,Western Kentucky CS,Aff
10,Michigan SS,West Georgia DK,Aff
11,Binghamton TC,Georgia IP,Aff
12,Emory LY,Michigan BP,Neg
13,CSU Long Beach OM,Michigan ES,Aff
14,Texas AF,Wake Forest BM,Neg
15,Kentucky AM,Harvard AB,Aff
16,Wake Forest BH,Michigan State MM,Neg
17,Kansas WH,George Mason DF,Aff
18,Navy CR,Iowa AP,Aff
19,Wake Forest BW,Northwestern AL,Aff
20,UTD KS,George Mason WR,Aff
21,Emory MR,NYU MS,Neg
22,Dartmouth CG,Kentucky RS,Neg
23,UC Berkeley TB,Emory GY,Neg
24,Kansas WW,Stanford LL,Neg
25,UTD KP,Georgetown PV,Neg
26,Houston DF,Kansas BS,Neg
27,Emory ST,Southern California CS,Aff
28,Michigan State AB,James Madison BR,Aff
29,Emory CP,Kansas AB,Aff
30,James Madison MO,Western Kentucky FC,Neg
31,Emory PO,UC Berkeley MR,Neg
32,Michigan State AG,Michigan BS,Aff
33,Wake Forest SS,Kansas BW,Aff
34,Michigan SG,James Madison CP,Aff
35,Minnesota HH,Gonzaga DW,Neg
36,Kansas LS,Southern California BR,Neg
37,Michigan AO,Michigan State JS,Aff
38,Wake Forest EP,Trinity PK,Aff
39,Harvard DS,Samford GP,Aff
40,UTD HR,Kansas SH,Neg
41,Cornell BD,Dartmouth GR,Neg
42,Kansas HM,Oklahoma AT,Aff
43,Missouri State CR,Texas KN,Neg
44,Macalester HD,Emory FW,Neg
45,Western Kentucky SS,Michigan HL,Aff
46,Southern Nazarene YH,West Georgia FK,Aff
47,Binghamton TK,Wichita State MW,Neg
48,Wyoming/Towson CC,CSU Long Beach EG,Neg
49,Binghamton CN,Wichita State GM,Neg
50,Baylor CK,Cal State Fullerton AM,Aff
51,Baylor LB,Missouri State BK,Aff
52,Southern California ZM,UT San Antonio BW,Aff
53,Kansas State AD,Liberty FT,Neg
54,Northwestern AZ,Oklahoma SW,Neg
55,Harvard FK,Kansas State SR,Aff
56,Emory TW,Trinity MB,Aff
57,Rochester OR,UTD UD,Neg
58,George Mason RR,Cornell DL,Aff
59,Kansas LD,Oklahoma HD,Neg
60,Wake Forest DS,Purdue FH,Aff
