Round,Tournament,Round_Label,Aff,Neg,Win,Aff_Mu_Before,Aff_Mu_After,Aff_Mu_Delta,Neg_Mu_Before,Neg_Mu_After,Neg_Mu_Delta
uk_6,uk,6,Michigan CC,Dartmouth BC,Neg,30.964,30.755,-0.209,24.96,25.172,0.212
uk_6,uk,6,Michigan SS,Baylor DL,Aff,37.501,37.55,0.049,31.807,31.762,-0.046
uk_6,uk,6,Texas FL,George Mason WW,Aff,29.907,29.999,0.093,28.327,28.238,-0.089
uk_6,uk,6,Kansas AU,Iowa AP,Neg,32.54,32.475,-0.065,36.191,36.258,0.067
uk_6,uk,6,Binghamton CK,Baylor BK,Aff,36.637,36.647,0.01,24.987,24.977,-0.011
uk_6,uk,6,NYU MS,Liberty CL,Aff,29.954,30.076,0.122,28.86,28.764,-0.096
uk_6,uk,6,Michigan BP,Kansas LS,Neg,42.246,42.113,-0.133,42.352,42.483,0.131
uk_6,uk,6,Kentucky RW,Emory RY,Aff,32.413,32.552,0.139,32.506,32.39,-0.116
uk_6,uk,6,Michigan AO,Northwestern PS,Neg,28.592,28.54,-0.051,33.72,33.771,0.051
uk_6,uk,6,Missouri State BK,Georgia CK,Neg,21.591,21.471,-0.121,26.148,26.205,0.057
uk_6,uk,6,Harvard DS,Northwestern NP,Neg,31.066,30.957,-0.109,32.178,32.28,0.103
uk_6,uk,6,Michigan State GS,Kansas HP,Neg,29.522,29.475,-0.047,35.135,35.182,0.047
uk_6,uk,6,Kansas OW,Emory GS,Neg,34.895,34.862,-0.033,42.108,42.147,0.039
uk_6,uk,6,Kansas State DR,Harvard JS,Neg,21.153,21.046,-0.107,25.653,25.749,0.096
uk_6,uk,6,Dartmouth CG,Northwestern HP,Aff,30.058,30.062,0.004,15.594,15.589,-0.005
uk_6,uk,6,Michigan State GL,Wake Forest MP,Aff,36.312,36.34,0.028,28.209,28.157,-0.053
uk_6,uk,6,Macalester CD,Western Kentucky IP,Neg,15.337,15.166,-0.171,16.461,16.71,0.249
uk_6,uk,6,Missouri State HN,Macalester HW,Neg,21.229,21.093,-0.136,23.033,23.193,0.16
uk_6,uk,6,Kansas BP,Wyoming CH,Neg,23.258,23.005,-0.254,19.31,19.519,0.209
uk_6,uk,6,Georgetown LN,Kansas SF,Neg,22.276,22.196,-0.08,25.063,25.307,0.244
uk_6,uk,6,Harvard CS,Iowa EW,Neg,15.979,15.97,-0.009,30.016,30.021,0.005
uk_6,uk,6,UTD KU,Kansas VF,Neg,13.695,13.423,-0.272,19.27,19.486,0.216
uk_6,uk,6,Wake Forest HN,UC Berkeley MR,Neg,26.037,26.007,-0.031,33.92,33.951,0.032
uk_6,uk,6,Emory LY,Kansas BP,Aff,34.448,34.46,0.011,23.258,23.24,-0.018
uk_6,uk,6,Kansas State LW,Emory CG,Aff,13.113,13.438,0.325,14.881,14.714,-0.167
uk_6,uk,6,Missouri State NS,Georgetown AC,Neg,23.447,23.44,-0.006,37.438,37.443,0.005
uk_6,uk,6,Kansas JB,West Georgia KK,Aff,26.066,26.329,0.263,30.642,30.367,-0.275
uk_6,uk,6,Harvard FK,North Texas GV,Neg,2.092,2.032,-0.059,14.284,14.344,0.061
uk_6,uk,6,Michigan BL,Georgetown KL,Neg,20.32,20.178,-0.142,19.928,20.112,0.184
uk_6,uk,6,Minnesota HU,Northwestern LL,Aff,22.924,23.114,0.19,27.032,26.852,-0.18
uk_6,uk,6,UTD PR,Emory CS,Aff,29.502,29.55,0.049,24.39,24.275,-0.115
uk_dubs,uk,dubs,Michigan State GL,Dartmouth CG,Aff,36.34,36.383,0.042,30.062,30.021,-0.041
uk_dubs,uk,dubs,Northwestern PS,Michigan BP,Neg,33.771,33.745,-0.026,42.113,42.144,0.031
uk_dubs,uk,dubs,Emory LY,Kentucky GS,Neg,34.46,34.302,-0.158,31.07,31.225,0.155
uk_dubs,uk,dubs,Northwestern LR,Baylor DL,Aff,38.204,38.245,0.041,31.762,31.722,-0.039
uk_dubs,uk,dubs,UTD PR,Michigan SS,Neg,29.55,29.524,-0.027,37.55,37.58,0.03
uk_dubs,uk,dubs,George Mason WW,Kentucky RW,Neg,28.238,28.18,-0.058,32.552,32.624,0.072
uk_dubs,uk,dubs,Kansas SS,Michigan ES,Neg,29.166,29.121,-0.044,34.978,35.025,0.047
uk_dubs,uk,dubs,Stanford LL,Northwestern NP,Aff,29.914,30.09,0.175,32.28,32.126,-0.155
uk_dubs,uk,dubs,Kansas OW,Texas FL,Aff,34.862,34.915,0.053,29.999,29.945,-0.054
uk_dubs,uk,dubs,Michigan CS,Georgetown AC,Neg,28.929,28.904,-0.026,37.443,37.469,0.026
uk_dubs,uk,dubs,Harvard DS,CSU Long Beach OM,Neg,30.957,30.907,-0.05,36.73,36.775,0.045
uk_dubs,uk,dubs,NYU MS,Emory RY,Neg,30.076,29.975,-0.102,32.39,32.473,0.083
uk_dubs,uk,dubs,Binghamton CK,Emory GS,Neg,36.647,36.6,-0.047,42.147,42.202,0.055
uk_dubs,uk,dubs,Kansas LS,Michigan State GS,Aff,42.483,42.491,0.008,29.475,29.468,-0.007
uk_dubs,uk,dubs,Emory KS,Kansas HP,Aff,33.453,33.597,0.145,35.182,35.043,-0.139
uk_dubs,uk,dubs,Iowa AP,UC Berkeley MR,Aff,36.258,36.34,0.082,33.951,33.861,-0.091
uk_octas,uk,octas,CSU Long Beach OM,Kansas LS,Neg,36.775,36.73,-0.045,42.491,42.545,0.054
uk_octas,uk,octas,Georgetown AC,Emory KS,Aff,37.469,37.536,0.068,33.597,33.531,-0.067
uk_octas,uk,octas,Iowa AP,Kansas OW,Aff,36.34,36.433,0.093,34.915,34.824,-0.091
uk_octas,uk,octas,Michigan State GL,Stanford LL,Aff,36.383,36.425,0.042,30.09,30.042,-0.048
uk_octas,uk,octas,Northwestern LR,Michigan SS,Aff,38.245,38.353,0.108,37.58,37.47,-0.11
uk_octas,uk,octas,Emory RY,Emory GS,EMORY GS ADVANCES,32.473,32.473,0.0,42.202,42.202,0.0
uk_octas,uk,octas,Michigan ES,Michigan BP,MICHIGAN BP ADVANCES,35.025,35.025,0.0,42.144,42.144,0.0
uk_octas,uk,octas,Kentucky RW,Kentucky GS,KENTUCKY GS ADVANCES,32.624,32.624,0.0,31.225,31.225,0.0
uk_quarters,uk,quarters,Northwestern LR,Emory GS,Neg,38.353,38.286,-0.067,42.202,42.276,0.074
uk_quarters,uk,quarters,Kansas LS,Kentucky GS,Aff,42.545,42.559,0.013,31.225,31.215,-0.011
uk_quarters,uk,quarters,Georgetown AC,Michigan BP,Neg,37.536,37.477,-0.059,42.144,42.21,0.067
uk_quarters,uk,quarters,Iowa AP,Michigan State GL,Neg,36.433,36.321,-0.112,36.425,36.542,0.117
uk_semis,uk,semis,Michigan State GL,Emory GS,Neg,36.542,36.495,-0.047,42.276,42.329,0.053
uk_semis,uk,semis,Kansas LS,Michigan BP,Neg,42.559,42.42,-0.138,42.21,42.349,0.138
uk_finals,uk,finals,Michigan BP,Emory GS,Neg,42.349,42.217,-0.132,42.329,42.458,0.129
gonzaga_1,gonzaga,1,Michigan State GL,Southern California DT,Aff,36.495,36.519,0.024,27.66,27.613,-0.047
gonzaga_1,gonzaga,1,Emory CG,Iowa EW,Neg,14.714,14.71,-0.003,30.021,30.024,0.003
gonzaga_1,gonzaga,1,Wichita State GM,Emory LY,Neg,26.828,26.796,-0.032,34.302,34.332,0.03
gonzaga_1,gonzaga,1,Michigan State JS,Trinity CK,Aff,27.244,27.256,0.012,15.975,15.932,-0.043
gonzaga_1,gonzaga,1,Iowa AP,Emory ST,Aff,36.321,36.322,0.001,18.756,18.755,-0.001
gonzaga_1,gonzaga,1,Dartmouth JR,Wake Forest HN,Neg,26.028,25.911,-0.116,26.007,26.127,0.12
gonzaga_1,gonzaga,1,Emory CR,Kansas HP,Neg,22.84,22.831,-0.01,35.043,35.052,0.009
gonzaga_1,gonzaga,1,Liberty CL,Purdue HH,Aff,28.764,28.772,0.009,16.413,16.381,-0.033
gonzaga_1,gonzaga,1,Emory RY,Dartmouth GH,Aff,32.473,32.476,0.003,16.961,16.958,-0.003
gonzaga_1,gonzaga,1,Navy CR,Michigan State GS,Neg,17.47,17.455,-0.016,29.468,29.478,0.01
gonzaga_1,gonzaga,1,Emory CS,Stanford LY,Aff,24.275,24.682,0.407,29.39,28.869,-0.521
gonzaga_1,gonzaga,1,Texas GS,Michigan State FM,Neg,20.242,20.214,-0.028,29.349,29.37,0.021
gonzaga_1,gonzaga,1,Michigan AO,CSU Long Beach OM,Neg,28.54,28.514,-0.027,36.73,36.756,0.026
gonzaga_1,gonzaga,1,Kansas SS,Emory KW,Aff,29.121,29.126,0.005,15.316,15.309,-0.008
gonzaga_1,gonzaga,1,Baylor DL,Southern California MT,Aff,31.722,31.757,0.035,24.713,24.664,-0.05
gonzaga_1,gonzaga,1,CSU Long Beach SS,Michigan CS,Neg,19.677,19.604,-0.073,28.904,28.925,0.022
gonzaga_1,gonzaga,1,Wyoming CH,Northwestern AT,Neg,19.519,19.512,-0.007,32.946,32.952,0.006
gonzaga_1,gonzaga,1,UTD PR,Wake Forest DE,Aff,29.524,29.593,0.069,26.395,26.319,-0.076
gonzaga_1,gonzaga,1,Michigan HM,Harvard AB,Aff,21.991,22.345,0.354,27.807,27.57,-0.237
gonzaga_1,gonzaga,1,Kansas BM,Michigan BP,Neg,25.982,25.98,-0.002,42.217,42.219,0.002
gonzaga_1,gonzaga,1,Gonzaga RW,Iowa KS,Neg,23.513,23.373,-0.139,23.344,23.471,0.128
gonzaga_1,gonzaga,1,Michigan ES,Northwestern LW,Aff,35.025,35.046,0.021,25.713,25.693,-0.021
gonzaga_1,gonzaga,1,UC Berkeley GS,Texas FL,Neg,24.254,24.203,-0.051,29.945,29.991,0.046
gonzaga_1,gonzaga,1,Minnesota HU,Kansas OW,Neg,23.114,23.103,-0.011,34.824,34.834,0.01
gonzaga_1,gonzaga,1,Michigan CC,Georgetown LN,Aff,30.755,30.779,0.024,22.196,22.17,-0.026
gonzaga_1,gonzaga,1,Kentucky GS,Northwestern LL,Aff,31.215,31.27,0.056,26.852,26.792,-0.06
gonzaga_1,gonzaga,1,Harvard/Amherst SL,Wake Forest LW,Neg,13.564,13.557,-0.007,28.891,28.894,0.003
gonzaga_1,gonzaga,1,UTD HH,Dartmouth CG,Neg,23.65,23.606,-0.044,30.021,30.061,0.041
gonzaga_1,gonzaga,1,Northwestern NP,Michigan AM,Aff,32.126,32.145,0.019,22.395,22.372,-0.023
gonzaga_1,gonzaga,1,Kentucky RW,Northwestern AH,Aff,32.624,32.633,0.009,19.71,19.687,-0.023
gonzaga_1,gonzaga,1,Wyoming WW,Dartmouth BC,Aff,19.69,19.93,0.24,25.172,24.971,-0.201
gonzaga_1,gonzaga,1,Trinity KP,Michigan SS,Neg,22.67,22.666,-0.004,37.47,37.474,0.004
gonzaga_1,gonzaga,1,Kansas AU,Northwestern LO,Aff,32.475,32.495,0.02,23.261,23.229,-0.032
gonzaga_1,gonzaga,1,Georgetown AC,Georgia CK,Aff,37.477,37.489,0.012,26.205,26.193,-0.012
gonzaga_1,gonzaga,1,Northwestern HP,Southern California BR,Neg,15.589,15.583,-0.006,29.338,29.343,0.005
gonzaga_1,gonzaga,1,UTD DD,Kansas LS,Neg,26.334,26.332,-0.002,42.42,42.423,0.002
gonzaga_1,gonzaga,1,UC Berkeley MR,Arizona State SS,Aff,33.861,33.869,0.008,21.197,21.18,-0.017
gonzaga_1,gonzaga,1,Binghamton CK,Wake Forest AB,Aff,36.6,36.615,0.015,26.213,26.197,-0.016
gonzaga_1,gonzaga,1,Georgetown TP,UC Berkeley BU,Neg,23.619,23.473,-0.146,29.319,29.363,0.044
gonzaga_1,gonzaga,1,Southern California BM,Northwestern LR,Neg,26.963,26.949,-0.013,38.286,38.298,0.012
gonzaga_2,gonzaga,2,Iowa EW,Michigan State GL,Neg,30.024,29.985,-0.039,36.519,36.559,0.04
gonzaga_2,gonzaga,2,Southern California DT,Emory CG,Aff,27.613,27.628,0.014,14.71,14.702,-0.009
gonzaga_2,gonzaga,2,Trinity CK,Wichita State GM,Neg,15.932,15.885,-0.047,26.796,26.81,0.014
gonzaga_2,gonzaga,2,Emory LY,Michigan State JS,Aff,34.332,34.365,0.033,27.256,27.223,-0.034
gonzaga_2,gonzaga,2,Wake Forest HN,Iowa AP,Neg,26.127,26.11,-0.017,36.322,36.338,0.016
gonzaga_2,gonzaga,2,Emory ST,Dartmouth JR,Neg,18.755,18.708,-0.046,25.911,25.946,0.035
gonzaga_2,gonzaga,2,Purdue HH,Emory CR,Neg,16.381,16.236,-0.144,22.831,22.874,0.044
gonzaga_2,gonzaga,2,Kansas HP,Liberty CL,Aff,35.052,35.093,0.041,28.772,28.732,-0.04
gonzaga_2,gonzaga,2,Michigan State GS,Emory RY,Aff,29.478,29.639,0.161,32.476,32.315,-0.161
gonzaga_2,gonzaga,2,Dartmouth GH,Navy CR,Neg,16.958,16.82,-0.137,17.455,17.628,0.174
gonzaga_2,gonzaga,2,Stanford LY,George Mason WW,Aff,28.869,29.144,0.275,28.18,28.081,-0.098
gonzaga_2,gonzaga,2,Michigan State FM,Emory GS,Neg,29.37,29.364,-0.006,42.458,42.465,0.007
gonzaga_2,gonzaga,2,Iowa BS,Texas GS,Aff,23.49,23.562,0.071,20.214,20.121,-0.093
gonzaga_2,gonzaga,2,Emory KW,Michigan AO,Neg,15.309,15.299,-0.009,28.514,28.52,0.006
gonzaga_2,gonzaga,2,CSU Long Beach OM,Kansas SS,Neg,36.756,36.521,-0.235,29.126,29.361,0.235
gonzaga_2,gonzaga,2,Michigan CS,Baylor DL,Neg,28.925,28.847,-0.079,31.757,31.833,0.075
gonzaga_2,gonzaga,2,Southern California MT,CSU Long Beach SS,Aff,24.664,24.736,0.073,19.604,19.428,-0.175
gonzaga_2,gonzaga,2,Northwestern AT,Kansas BW,Aff,32.952,33.01,0.058,28.377,28.326,-0.051
gonzaga_2,gonzaga,2,Harvard AB,UTD PR,Aff,27.57,27.735,0.165,29.593,29.457,-0.135
gonzaga_2,gonzaga,2,Wake Forest DE,Michigan HM,Aff,26.319,26.385,0.066,22.345,22.238,-0.107
gonzaga_2,gonzaga,2,Iowa KS,Kansas BM,Neg,23.471,23.383,-0.088,25.98,26.069,0.089
gonzaga_2,gonzaga,2,Michigan BP,Gonzaga RW,Aff,42.219,42.22,0.001,23.373,23.373,-0.001
gonzaga_2,gonzaga,2,Texas FL,Michigan ES,Neg,29.991,29.939,-0.052,35.046,35.1,0.054
gonzaga_2,gonzaga,2,Northwestern LW,UC Berkeley GS,Neg,25.693,25.556,-0.137,24.203,24.353,0.15
gonzaga_2,gonzaga,2,Georgetown LN,Minnesota HU,Neg,22.17,22.064,-0.106,23.103,23.21,0.107
gonzaga_2,gonzaga,2,Kansas OW,Michigan CC,Neg,34.834,34.662,-0.171,30.779,30.954,0.175
gonzaga_2,gonzaga,2,Wake Forest LW,Kentucky GS,Aff,28.894,29.05,0.155,31.27,31.13,-0.14
gonzaga_2,gonzaga,2,Northwestern LL,Harvard/Amherst SL,Aff,26.792,26.798,0.006,13.557,13.541,-0.016
gonzaga_2,gonzaga,2,Michigan AM,UTD HH,Aff,22.372,22.536,0.164,23.606,23.462,-0.144
gonzaga_2,gonzaga,2,Dartmouth CG,Northwestern NP,Neg,30.061,29.975,-0.086,32.145,32.233,0.089
gonzaga_2,gonzaga,2,Dartmouth BC,Kentucky RW,Neg,24.971,24.941,-0.03,32.633,32.67,0.037
gonzaga_2,gonzaga,2,Northwestern AH,Wyoming WW,Neg,19.687,19.356,-0.331,19.93,20.057,0.127
gonzaga_2,gonzaga,2,Northwestern LO,Trinity KP,Neg,23.229,23.045,-0.184,22.666,22.82,0.155
gonzaga_2,gonzaga,2,Michigan SS,Kansas AU,Aff,37.474,37.53,0.056,32.495,32.444,-0.052
gonzaga_2,gonzaga,2,Southern California BR,Georgetown AC,Neg,29.343,29.315,-0.028,37.489,37.518,0.029
gonzaga_2,gonzaga,2,Georgia CK,Northwestern HP,Aff,26.193,26.207,0.014,15.583,15.565,-0.017
gonzaga_2,gonzaga,2,Arizona State SS,UTD DD,Aff,21.18,21.597,0.417,26.332,26.124,-0.208
gonzaga_2,gonzaga,2,Kansas LS,UC Berkeley MR,Aff,42.423,42.452,0.029,33.869,33.842,-0.027
gonzaga_2,gonzaga,2,UC Berkeley BU,Binghamton CK,Neg,29.363,29.331,-0.032,36.615,36.648,0.033
gonzaga_2,gonzaga,2,Wake Forest AB,Southern California BM,Aff,26.197,26.33,0.133,26.949,26.805,-0.145
gonzaga_2,gonzaga,2,Northwestern LR,Georgetown TP,Aff,38.298,38.302,0.004,23.473,23.461,-0.012
gonzaga_3,gonzaga,3,Northwestern LR,Baylor DL,Aff,38.302,38.343,0.041,31.833,31.794,-0.039
gonzaga_3,gonzaga,3,Wichita State GM,Trinity KP,Aff,26.81,26.874,0.064,22.82,22.74,-0.08
gonzaga_3,gonzaga,3,Emory RY,Minnesota HU,Aff,32.315,32.336,0.021,23.21,23.187,-0.023
gonzaga_3,gonzaga,3,Michigan SS,Georgetown AC,Neg,37.53,37.41,-0.12,37.518,37.637,0.119
gonzaga_3,gonzaga,3,Kansas SS,Wake Forest LW,Neg,29.361,29.246,-0.115,29.05,29.172,0.122
gonzaga_3,gonzaga,3,Kentucky GS,UC Berkeley GS,Aff,31.13,31.165,0.035,24.353,24.312,-0.041
gonzaga_3,gonzaga,3,UC Berkeley MR,Harvard AB,Aff,33.842,33.889,0.047,27.735,27.687,-0.049
gonzaga_3,gonzaga,3,Wake Forest AB,Kansas OW,Neg,26.33,26.303,-0.028,34.662,34.687,0.025
gonzaga_3,gonzaga,3,Southern California MT,Michigan AO,Neg,24.736,24.646,-0.091,28.52,28.585,0.065
gonzaga_3,gonzaga,3,Kansas BM,Texas FL,Neg,26.069,25.998,-0.071,29.939,30.004,0.065
gonzaga_3,gonzaga,3,Michigan CS,Kansas AU,Neg,28.847,28.777,-0.069,32.444,32.51,0.066
gonzaga_3,gonzaga,3,Dartmouth BC,UTD HH,Aff,24.941,25.034,0.093,23.462,23.36,-0.102
gonzaga_3,gonzaga,3,Northwestern LO,Georgetown TP,Neg,23.045,22.888,-0.157,23.461,23.783,0.322
gonzaga_3,gonzaga,3,Gonzaga RW,Northwestern HP,Aff,23.373,23.408,0.036,15.565,15.529,-0.036
gonzaga_3,gonzaga,3,Southern California BM,Georgetown LN,Aff,26.805,26.869,0.064,22.064,22.006,-0.058
gonzaga_3,gonzaga,3,Northwestern LW,CSU Long Beach SS,Aff,25.556,25.599,0.043,19.428,19.289,-0.139
gonzaga_3,gonzaga,3,Emory GS,Wyoming WW,Aff,42.465,42.466,0.0,20.057,20.056,-0.0
gonzaga_3,gonzaga,3,Michigan State GS,Kentucky RW,Aff,29.639,29.799,0.16,32.67,32.479,-0.191
gonzaga_3,gonzaga,3,Trinity CK,Emory KW,Neg,15.885,15.485,-0.399,15.299,15.475,0.176
gonzaga_3,gonzaga,3,Kansas LS,Northwestern AT,Aff,42.452,42.475,0.023,33.01,32.99,-0.02
gonzaga_3,gonzaga,3,Kansas HP,Michigan ES,Neg,35.093,34.979,-0.114,35.1,35.217,0.117
gonzaga_3,gonzaga,3,Michigan BP,Emory LY,Aff,42.22,42.254,0.034,34.365,34.337,-0.028
gonzaga_3,gonzaga,3,Emory CS,Northwestern NP,Neg,24.682,24.615,-0.067,32.233,32.266,0.032
gonzaga_3,gonzaga,3,Iowa AP,Michigan CC,Neg,36.338,36.14,-0.198,30.954,31.15,0.196
gonzaga_3,gonzaga,3,Iowa KS,CSU Long Beach OM,Neg,23.383,23.377,-0.007,36.521,36.527,0.006
gonzaga_3,gonzaga,3,Michigan HM,Wake Forest HN,Neg,22.238,22.13,-0.108,26.11,26.178,0.068
gonzaga_3,gonzaga,3,Wake Forest DE,Stanford LY,Neg,26.385,26.305,-0.079,29.144,29.343,0.199
gonzaga_3,gonzaga,3,Michigan AM,Liberty CL,Aff,22.536,22.8,0.263,28.732,28.524,-0.208
gonzaga_3,gonzaga,3,George Mason WW,UTD PR,Aff,28.081,28.21,0.129,29.457,29.332,-0.126
gonzaga_3,gonzaga,3,Emory CR,Wyoming CH,Neg,22.874,22.694,-0.18,19.512,19.709,0.197
gonzaga_3,gonzaga,3,Southern California DT,UC Berkeley BU,Neg,27.628,27.449,-0.179,29.331,29.416,0.086
gonzaga_3,gonzaga,3,Southern California BR,Navy CR,Aff,29.315,29.326,0.011,17.628,17.612,-0.017
gonzaga_3,gonzaga,3,Iowa BS,Georgia CK,Aff,23.562,23.715,0.153,26.207,26.053,-0.155
gonzaga_3,gonzaga,3,Arizona State SS,Dartmouth JR,Neg,21.597,21.472,-0.125,25.946,26.006,0.06
gonzaga_3,gonzaga,3,Michigan State JS,Dartmouth CG,Aff,27.223,27.373,0.15,29.975,29.819,-0.156
gonzaga_3,gonzaga,3,Kansas BW,Michigan State FM,Neg,28.326,28.237,-0.089,29.364,29.46,0.096
gonzaga_3,gonzaga,3,Iowa EW,Northwestern LL,Aff,29.985,30.057,0.072,26.798,26.725,-0.073
gonzaga_3,gonzaga,3,Binghamton CK,Michigan State GL,Aff,36.648,36.758,0.111,36.559,36.444,-0.115
gonzaga_3,gonzaga,3,Northwestern AH,Emory CG,Aff,19.356,19.522,0.166,14.702,14.633,-0.068
gonzaga_3,gonzaga,3,Texas GS,Emory ST,Aff,20.121,20.243,0.122,18.708,18.583,-0.126
gonzaga_3,gonzaga,3,Harvard/Amherst SL,Purdue HH,Neg,13.541,13.355,-0.186,16.236,16.503,0.267
gonzaga_4,gonzaga,4,Georgetown AC,Northwestern LR,Neg,37.637,37.529,-0.108,38.343,38.451,0.108
gonzaga_4,gonzaga,4,Trinity KP,Wake Forest DE,Neg,22.74,22.654,-0.086,26.305,26.376,0.07
gonzaga_4,gonzaga,4,Northwestern HP,Trinity CK,Neg,15.529,15.393,-0.136,15.485,15.845,0.359
gonzaga_4,gonzaga,4,Minnesota HU,Kansas BM,Neg,23.187,23.106,-0.081,25.998,26.082,0.084
gonzaga_4,gonzaga,4,UC Berkeley BU,Michigan AM,Aff,29.416,29.453,0.037,22.8,22.753,-0.047
gonzaga_4,gonzaga,4,Baylor DL,UC Berkeley MR,Neg,31.794,31.71,-0.084,33.889,33.983,0.093
gonzaga_4,gonzaga,4,Kentucky RW,Kansas SS,Aff,32.479,32.564,0.085,29.246,29.177,-0.069
gonzaga_4,gonzaga,4,Kansas OW,Southern California BR,Neg,34.687,34.495,-0.192,29.326,29.532,0.206
gonzaga_4,gonzaga,4,Wyoming WW,Michigan SS,Neg,20.056,20.055,-0.001,37.41,37.411,0.001
gonzaga_4,gonzaga,4,Dartmouth CG,Northwestern AH,Aff,29.819,29.835,0.016,19.522,19.476,-0.046
gonzaga_4,gonzaga,4,Georgetown TP,Southern California BM,Neg,23.783,23.569,-0.214,26.869,26.952,0.083
gonzaga_4,gonzaga,4,UTD DD,Dartmouth BC,Neg,26.124,25.984,-0.139,25.034,25.162,0.128
gonzaga_4,gonzaga,4,Georgia CK,Arizona State SS,Aff,26.053,26.109,0.057,21.472,21.354,-0.118
gonzaga_4,gonzaga,4,UC Berkeley GS,Southern California MT,Neg,24.312,24.193,-0.119,24.646,24.795,0.149
gonzaga_4,gonzaga,4,Harvard AB,Kansas BW,Aff,27.687,27.825,0.138,28.237,28.129,-0.109
gonzaga_4,gonzaga,4,Northwestern NP,Michigan BP,Neg,32.266,32.248,-0.018,42.254,42.274,0.02
gonzaga_4,gonzaga,4,Georgetown LN,Gonzaga RW,Aff,22.006,22.146,0.14,23.408,23.247,-0.161
gonzaga_4,gonzaga,4,Northwestern AT,Dartmouth GH,Aff,32.99,32.992,0.002,16.82,16.818,-0.003
gonzaga_4,gonzaga,4,CSU Long Beach OM,Iowa BS,Aff,36.527,36.534,0.007,23.715,23.708,-0.007
gonzaga_4,gonzaga,4,Wake Forest HN,Kentucky GS,Neg,26.178,26.122,-0.056,31.165,31.215,0.049
gonzaga_4,gonzaga,4,Michigan ES,Kansas LS,Neg,35.217,35.182,-0.034,42.475,42.514,0.039
gonzaga_4,gonzaga,4,Wyoming CH,George Mason WW,Neg,19.709,19.679,-0.03,28.21,28.234,0.024
gonzaga_4,gonzaga,4,Texas FL,Kansas HP,Neg,30.004,29.951,-0.053,34.979,35.032,0.053
gonzaga_4,gonzaga,4,Michigan AO,Emory RY,Aff,28.585,28.756,0.171,32.336,32.164,-0.172
gonzaga_4,gonzaga,4,Kansas AU,Emory CS,Aff,32.51,32.538,0.028,24.615,24.554,-0.061
gonzaga_4,gonzaga,4,Liberty CL,Northwestern LW,Aff,28.524,28.597,0.073,25.599,25.523,-0.076
gonzaga_4,gonzaga,4,Northwestern LL,Michigan HM,Neg,26.725,26.539,-0.186,22.13,22.434,0.304
gonzaga_4,gonzaga,4,UTD PR,Texas GS,Aff,29.332,29.352,0.02,20.243,20.215,-0.028
gonzaga_4,gonzaga,4,Emory KW,Michigan CS,Neg,15.475,15.466,-0.009,28.777,28.784,0.006
gonzaga_4,gonzaga,4,Emory CG,Wake Forest AB,Neg,14.633,14.621,-0.013,26.303,26.314,0.011
gonzaga_4,gonzaga,4,CSU Long Beach SS,Emory CR,Aff,19.289,19.801,0.513,22.694,22.52,-0.174
gonzaga_4,gonzaga,4,Wake Forest LW,Emory GS,Neg,29.172,29.166,-0.006,42.466,42.472,0.007
gonzaga_4,gonzaga,4,Dartmouth JR,Michigan State GS,Neg,26.006,25.94,-0.066,29.799,29.864,0.065
gonzaga_4,gonzaga,4,Emory LY,Iowa EW,Neg,34.337,34.166,-0.172,30.057,30.236,0.179
gonzaga_4,gonzaga,4,Michigan State GL,Wichita State GM,Aff,36.444,36.463,0.019,26.874,26.855,-0.019
gonzaga_4,gonzaga,4,Stanford LY,Michigan State JS,Aff,29.343,29.56,0.218,27.373,27.29,-0.083
gonzaga_4,gonzaga,4,Michigan CC,Binghamton CK,Neg,31.15,31.104,-0.046,36.758,36.805,0.046
gonzaga_4,gonzaga,4,Michigan State FM,Iowa AP,Neg,29.46,29.423,-0.036,36.14,36.177,0.037
gonzaga_4,gonzaga,4,Navy CR,Iowa KS,Neg,17.612,17.538,-0.074,23.377,23.427,0.05
gonzaga_4,gonzaga,4,Purdue HH,Southern California DT,Neg,16.503,16.457,-0.047,27.449,27.476,0.027
gonzaga_5,gonzaga,5,Binghamton CK,Northwestern LR,Aff,36.805,36.94,0.135,38.451,38.308,-0.143
gonzaga_5,gonzaga,5,Michigan BP,Kansas LS,Neg,42.274,42.145,-0.128,42.514,42.642,0.128
gonzaga_5,gonzaga,5,Michigan State GS,Emory GS,Neg,29.864,29.856,-0.008,42.472,42.481,0.009
gonzaga_5,gonzaga,5,Michigan CS,Georgetown AC,Neg,28.784,28.759,-0.024,37.529,37.553,0.024
gonzaga_5,gonzaga,5,Michigan State GL,Kansas AU,Aff,36.463,36.529,0.065,32.538,32.475,-0.063
gonzaga_5,gonzaga,5,Iowa EW,Northwestern NP,Neg,30.236,30.151,-0.085,32.248,32.338,0.09
gonzaga_5,gonzaga,5,Michigan ES,Kentucky GS,Aff,35.182,35.248,0.065,31.215,31.155,-0.059
gonzaga_5,gonzaga,5,UC Berkeley MR,CSU Long Beach OM,Neg,33.983,33.896,-0.087,36.534,36.613,0.079
gonzaga_5,gonzaga,5,Michigan SS,Iowa AP,Neg,37.411,37.271,-0.139,36.177,36.307,0.13
gonzaga_5,gonzaga,5,Michigan AO,Wake Forest LW,Neg,28.756,28.65,-0.107,29.166,29.277,0.111
gonzaga_5,gonzaga,5,Michigan CC,Stanford LY,Neg,31.104,30.974,-0.131,29.56,29.89,0.33
